moa	dose	assay	avg_precision	no_of_compounds_per_moa	median_replicate_correlation	p_value_percent_matching
ppar receptor agonist	0.12 uM	L1000	0.005625061431408819	3	-0.02081975460315909	0.712
ppar receptor agonist	0.37 uM	L1000	0.014432854775087623	3	0.02574250945160788	0.459
ppar receptor agonist	1.11 uM	L1000	0.0068180678628364366	3	0.16889207843780843	0.019
ppar receptor agonist	3.33 uM	L1000	0.00435864828102068	3	-0.002868379755207049	0.59
ppar receptor agonist	10 uM	L1000	0.010287012873174847	3	0.04624928039290923	0.317
ppar receptor agonist	All	L1000	0.005107129968528555	18	0.03828316041572952	0.012
ppar receptor agonist|insulin sensitizer	0.04 uM	Cell Painting	0.007967104499393161	3	0.028111454751268222	0.217
ppar receptor agonist|insulin sensitizer	0.12 uM	Cell Painting	0.01761278302023544	3	0.052359911918408227	0.052
ppar receptor agonist|insulin sensitizer	0.37 uM	Cell Painting	0.009315004560387023	3	-0.012326616999824106	0.746
ppar receptor agonist|insulin sensitizer	1.11 uM	Cell Painting	0.01188441437612714	3	-0.013523821753011336	0.756
ppar receptor agonist|insulin sensitizer	3.33 uM	Cell Painting	0.023210830772172078	3	0.12200646098275758	0.006
ppar receptor agonist|insulin sensitizer	10 uM	Cell Painting	0.015379287832523507	3	0.1861853684363781	0.004
ppar receptor agonist|insulin sensitizer	All	Cell Painting	0.009334905599125342	18	0.03838212697866285	0
ppar receptor agonist|insulin sensitizer	0.04 uM	L1000	0.00843167788251823	3	-0.02102779143654862	0.703
ppar receptor agonist|insulin sensitizer	0.12 uM	L1000	0.01622550127507409	3	-0.009472130398666376	0.642
ppar receptor agonist|insulin sensitizer	0.37 uM	L1000	0.009803660120031928	3	-0.060697814488903164	0.89
ppar receptor agonist|insulin sensitizer	1.11 uM	L1000	0.009239346003591963	3	0.07138509460049354	0.174
ppar receptor agonist|insulin sensitizer	3.33 uM	L1000	0.007254400189269687	3	0.04310699419794895	0.283
ppar receptor agonist|insulin sensitizer	10 uM	L1000	0.012211987535709647	3	0.11174985097311456	0.078
ppar receptor agonist|insulin sensitizer	All	L1000	0.007209385201870202	18	0.029159805670818627	0.151
progesterone receptor agonist	0.04 uM	Cell Painting	0.010458887650741655	7	0.010186804462971022	0.404
progesterone receptor agonist	0.12 uM	Cell Painting	0.008400040575761922	7	0.012013501901467903	0.357
progesterone receptor agonist	0.37 uM	Cell Painting	0.009137971571849438	7	0.038365348968111807	0.007
progesterone receptor agonist	1.11 uM	Cell Painting	0.009674589298464112	7	0.021806628208777788	0.108
progesterone receptor agonist	3.33 uM	Cell Painting	0.01681038274630211	7	0.06676430643153139	0
progesterone receptor agonist	10 uM	Cell Painting	0.015914962767487946	7	0.07049064284468985	0.008
progesterone receptor agonist	All	Cell Painting	0.010444725749192666	42	0.03578733632793957	0
progesterone receptor agonist	0.04 uM	L1000	0.00745332950954335	7	0.019877764301689006	0.605
progesterone receptor agonist	0.12 uM	L1000	0.00770309404882178	7	0.01287752414220439	0.679
progesterone receptor agonist	0.37 uM	L1000	0.0075041126534763115	7	0.027397596509638283	0.496
progesterone receptor agonist	1.11 uM	L1000	0.012149591774819207	7	0.055558685032929045	0.119
progesterone receptor agonist	3.33 uM	L1000	0.01582570912801196	7	0.0359240806465778	0.266
progesterone receptor agonist	10 uM	L1000	0.012994661911787709	7	0.08272017347874526	0.038
progesterone receptor agonist	All	L1000	0.008414500972438713	42	0.041617873063960545	0
progesterone receptor antagonist	All	Cell Painting	0.003709609766906693	12	0.06940334485926582	0
progesterone receptor antagonist	All	L1000	0.002243696708351261	12	0.027658477795138314	0.222
progestogen hormone	All	Cell Painting	0.004226246770236489	12	0.07296569421358311	0
progestogen hormone	All	L1000	0.018068308082189972	12	0.12855106880798065	0
prostanoid receptor agonist	0.04 uM	Cell Painting	0.003420116975231176	3	-0.011154419659018828	0.73
prostanoid receptor agonist	0.12 uM	Cell Painting	0.012525645178706402	3	0.07192470219146127	0.018
prostanoid receptor agonist	0.37 uM	Cell Painting	0.011551749371313525	3	0.012317864701568397	0.41
prostanoid receptor agonist	1.11 uM	Cell Painting	0.023419087372575743	3	0.06496448788906382	0.038
prostanoid receptor agonist	3.33 uM	Cell Painting	0.021805638701910986	3	0.03672559334278031	0.156
prostanoid receptor agonist	10 uM	Cell Painting	0.00863965559596952	3	0.04836067714620764	0.2
prostanoid receptor agonist	All	Cell Painting	0.004614435323353296	18	0.028191723729521646	0
prostanoid receptor agonist	0.04 uM	L1000	0.0026805647531221734	3	-0.010228395424619506	0.65
prostanoid receptor agonist	0.12 uM	L1000	0.006444798882522554	3	0.06656520991043777	0.184
prostanoid receptor agonist	0.37 uM	L1000	0.0070800151983481255	3	0.032435038618501395	0.41
prostanoid receptor agonist	1.11 uM	L1000	0.01407816099212128	3	0.08870219022110651	0.127
prostanoid receptor agonist	3.33 uM	L1000	0.011008121309088657	3	0.08095125650500652	0.135
prostanoid receptor agonist	10 uM	L1000	0.039529574817741144	3	0.1605545403043915	0.021
prostanoid receptor agonist	All	L1000	0.0037728960810279972	18	0.06677203528568607	0
prostanoid receptor antagonist	0.04 uM	Cell Painting	0.008288960875431317	3	-0.04396586988148156	0.97
prostanoid receptor antagonist	0.12 uM	Cell Painting	0.008407170523315965	3	-0.018765832090550327	0.82
prostanoid receptor antagonist	0.37 uM	Cell Painting	0.012272655205910758	3	-0.01659676607102603	0.789
prostanoid receptor antagonist	1.11 uM	Cell Painting	0.007288320930024725	3	-0.045819123935141634	0.96
prostanoid receptor antagonist	3.33 uM	Cell Painting	0.009804547791630336	3	-0.018354926387687348	0.794
prostanoid receptor antagonist	10 uM	Cell Painting	0.011238423540260613	3	0.058654612317005306	0.15
prostanoid receptor antagonist	All	Cell Painting	0.007275202987099191	18	-0.003470670726270572	1
prostanoid receptor antagonist	0.04 uM	L1000	0.02753937493103472	3	0.18378554192661814	0.012
prostanoid receptor antagonist	0.12 uM	L1000	0.01154332886873706	3	0.06398913127998854	0.192
prostanoid receptor antagonist	0.37 uM	L1000	0.007956082843538045	3	0.01234077642498389	0.547
prostanoid receptor antagonist	1.11 uM	L1000	0.011058321384537462	3	0.041296714010879434	0.326
prostanoid receptor antagonist	3.33 uM	L1000	0.009939427417208716	3	0.0826010775623596	0.131
prostanoid receptor antagonist	10 uM	L1000	0.008361581232159333	3	-0.020750541564280543	0.746
prostanoid receptor antagonist	All	L1000	0.008858548873394535	18	0.036922995814072775	0.022
proteasome inhibitor	0.04 uM	Cell Painting	0.021713734009898275	4	0.06797949632785114	0.012
proteasome inhibitor	0.12 uM	Cell Painting	0.16344682779772754	4	0.20090386137490351	0
proteasome inhibitor	0.37 uM	Cell Painting	0.5918494152046785	4	0.4191919257385207	0
proteasome inhibitor	1.11 uM	Cell Painting	0.8080561981877771	4	0.5107888402056746	0
proteasome inhibitor	3.33 uM	Cell Painting	0.9093855218855219	4	0.5364523492969862	0
proteasome inhibitor	10 uM	Cell Painting	0.9242424242424242	4	0.5921636286259633	0
proteasome inhibitor	All	Cell Painting	0.2588941490050944	24	0.3243634003056352	0
proteasome inhibitor	0.04 uM	L1000	0.007569237109442879	4	0.06035202811011936	0.206
proteasome inhibitor	0.12 uM	L1000	0.17432380403932446	4	0.06801762776302017	0.14
proteasome inhibitor	0.37 uM	L1000	0.5206371028654811	4	0.3791856797599991	0
proteasome inhibitor	1.11 uM	L1000	0.656926406926407	4	0.607681827948317	0
proteasome inhibitor	3.33 uM	L1000	1	4	0.7390543729432919	0
proteasome inhibitor	10 uM	L1000	1	4	0.7245629237915516	0
proteasome inhibitor	All	L1000	0.4773376937921419	24	0.38855331036650426	0
protein synthesis inhibitor	0.04 uM	Cell Painting	0.007915600644480873	6	0.007533874306028405	0.484
protein synthesis inhibitor	0.12 uM	Cell Painting	0.03068267518205065	6	0.010323748559372693	0.408
protein synthesis inhibitor	0.37 uM	Cell Painting	0.10796396287785472	6	0.03975504194290166	0.02
protein synthesis inhibitor	1.11 uM	Cell Painting	0.10330581810844382	6	0.008003162587566094	0.476
protein synthesis inhibitor	3.33 uM	Cell Painting	0.053738064930123744	6	0.017966851343081586	0.223
protein synthesis inhibitor	10 uM	Cell Painting	0.033623909741878615	6	0.0011002792311072059	0.786
protein synthesis inhibitor	All	Cell Painting	0.03969548792643889	30	0.007629555923199827	0.213
protein synthesis inhibitor	0.04 uM	L1000	0.07163228135391053	6	0.03385420571185717	0.388
protein synthesis inhibitor	0.12 uM	L1000	0.07452006761441046	6	0.06393943048959078	0.1
protein synthesis inhibitor	0.37 uM	L1000	0.07131521360349624	6	-0.03741528935225799	0.964
protein synthesis inhibitor	1.11 uM	L1000	0.07165626278770582	6	-0.0450448223959619	0.974
protein synthesis inhibitor	3.33 uM	L1000	0.07197411857384607	6	-0.001960874242761786	0.756
protein synthesis inhibitor	10 uM	L1000	0.07046494440054608	6	-0.012122207191712163	0.89
protein synthesis inhibitor	All	L1000	0.06884428975542524	36	-0.018636309401381123	1
protein synthesis stimulant	0.04 uM	Cell Painting	0.002973441168354335	3	0.014608060760987628	0.379
protein synthesis stimulant	0.12 uM	Cell Painting	0.006849969000869254	3	0.016091925818279108	0.34
protein synthesis stimulant	0.37 uM	Cell Painting	0.002810530086028819	3	0.013393017825796811	0.398
protein synthesis stimulant	1.11 uM	Cell Painting	0.004299404744712654	3	0.03463372621239261	0.157
protein synthesis stimulant	3.33 uM	Cell Painting	0.0039888643309827915	3	0.01425113883061719	0.384
protein synthesis stimulant	10 uM	Cell Painting	0.004215094650170861	3	0.029064607252388994	0.356
protein synthesis stimulant	All	Cell Painting	0.0024125448825766736	18	0.014696935014423002	0.006
protein synthesis stimulant	0.04 uM	L1000	0.003120599683901405	3	0.04660779635927617	0.288
protein synthesis stimulant	0.12 uM	L1000	0.0035890145615454392	3	-0.010723585132165044	0.648
protein synthesis stimulant	0.37 uM	L1000	0.004112111753969883	3	0.08212518632398788	0.15
protein synthesis stimulant	1.11 uM	L1000	0.001910066648734153	3	-3.127370623084117e-4	0.598
protein synthesis stimulant	3.33 uM	L1000	0.0019007020507881163	3	-5.768447516749253e-4	0.573
protein synthesis stimulant	10 uM	L1000	0.0031391787569134376	3	0.015039138984356723	0.521
protein synthesis stimulant	All	L1000	0.0018547962180257445	18	0.022841737241902246	0.471
purine antagonist	All	Cell Painting	0.008285883150909954	12	0.04279495333883104	0
purine antagonist	All	L1000	0.08049565858090114	12	0.06197742467783405	0
purinergic receptor antagonist	0.04 uM	Cell Painting	0.0016460905349794238	3	-0.003932049157645144	0.631
purinergic receptor antagonist	0.12 uM	Cell Painting	0.001402524544179523	3	-0.002210057080476421	0.635
purinergic receptor antagonist	0.37 uM	Cell Painting	0.0012232415902140672	3	-0.008489627537127583	0.69
purinergic receptor antagonist	1.11 uM	Cell Painting	0.0024875621890547263	3	0.00788956365860757	0.457
purinergic receptor antagonist	3.33 uM	Cell Painting	0.001417434443656981	3	0.009184553233903532	0.444
purinergic receptor antagonist	10 uM	Cell Painting	0.0029806259314456036	3	0.008145483574218905	0.562
purinergic receptor antagonist	All	Cell Painting	7.804981068495954e-4	12	0.006634270347524476	0.438
purinergic receptor antagonist	0.04 uM	L1000	0.0027462547013855382	3	-0.013521348989866159	0.668
purinergic receptor antagonist	0.12 uM	L1000	0.0021514020649090523	3	0.01664252508385946	0.468
purinergic receptor antagonist	0.37 uM	L1000	0.004984240980406647	3	0.17534585011661682	0.014
purinergic receptor antagonist	1.11 uM	L1000	0.0020336456654255547	3	-0.012665630205405367	0.672
purinergic receptor antagonist	3.33 uM	L1000	0.0016051151078280926	3	-0.062430900463193315	0.879
purinergic receptor antagonist	10 uM	L1000	0.007211187492157722	3	0.028335626156234136	0.421
purinergic receptor antagonist	All	L1000	0.0017706731126450636	18	0.007274409380762684	0.996
raf inhibitor	0.04 uM	Cell Painting	0.009872716186540335	5	0.02975626497412295	0.1
raf inhibitor	0.12 uM	Cell Painting	0.021839771992377566	5	0.06145731262250253	0.004
raf inhibitor	0.37 uM	Cell Painting	0.025634357324183683	5	0.053439415826873	0.006
raf inhibitor	1.11 uM	Cell Painting	0.018884465576552475	5	0.04073641046180193	0.032
raf inhibitor	3.33 uM	Cell Painting	0.007378749977894611	5	0.035704381679682456	0.052
raf inhibitor	10 uM	Cell Painting	0.008155035930062596	5	0.012392739838761144	0.558
raf inhibitor	All	Cell Painting	0.010184000364276595	30	0.032402893776902184	0
raf inhibitor	0.04 uM	L1000	0.006795552158853421	5	0.06372803005423808	0.162
raf inhibitor	0.12 uM	L1000	0.008916508859077292	5	0.05544394458991879	0.181
raf inhibitor	0.37 uM	L1000	0.007234460298289343	5	0.04958914559668999	0.239
raf inhibitor	1.11 uM	L1000	0.009818187664582957	5	0.03094780701776595	0.386
raf inhibitor	3.33 uM	L1000	0.007766678854710898	5	0.02221042222773787	0.464
raf inhibitor	10 uM	L1000	0.013782351417176921	5	0.02362857697285956	0.491
raf inhibitor	All	L1000	0.005448454411424254	30	0.027417557611570637	0.139
retinoid receptor agonist	0.04 uM	Cell Painting	0.04390203131502489	6	0.11777264412640784	0
retinoid receptor agonist	0.12 uM	Cell Painting	0.05725481127327534	6	0.13268630630196093	0
retinoid receptor agonist	0.37 uM	Cell Painting	0.02879708631713192	6	0.10382753042201061	0
retinoid receptor agonist	1.11 uM	Cell Painting	0.03688782216538799	6	0.12693366566435513	0
retinoid receptor agonist	3.33 uM	Cell Painting	0.04391430753885535	6	0.12030154946775792	0
retinoid receptor agonist	10 uM	Cell Painting	0.03146430053869207	6	0.07952019312952502	0.006
retinoid receptor agonist	All	Cell Painting	0.03586108989744219	36	0.11212164473324515	0
retinoid receptor agonist	0.04 uM	L1000	0.0065619289048016154	6	0.062418277215671336	0.135
retinoid receptor agonist	0.12 uM	L1000	0.004813505584872261	6	0.003666709252811213	0.716
retinoid receptor agonist	0.37 uM	L1000	0.006193449064905997	6	0.06992753830578531	0.093
retinoid receptor agonist	1.11 uM	L1000	0.008067210814338298	6	0.08339690059467542	0.044
retinoid receptor agonist	3.33 uM	L1000	0.009892783492158969	6	0.06468351096203731	0.091
retinoid receptor agonist	10 uM	L1000	0.0130020298503854	6	0.11855969044004806	0.011
retinoid receptor agonist	All	L1000	0.005962641824341378	36	0.05523023384663436	0
reverse transcriptase inhibitor	0.04 uM	Cell Painting	0.0020558337234184362	3	-0.016963328022757605	0.794
reverse transcriptase inhibitor	0.12 uM	Cell Painting	0.001779554602417065	3	-0.04806221685424647	0.98
reverse transcriptase inhibitor	0.37 uM	Cell Painting	0.0017970704479198093	3	-0.02992370639116143	0.9
reverse transcriptase inhibitor	1.11 uM	Cell Painting	0.00284704921173905	3	-0.007472958762483828	0.677
reverse transcriptase inhibitor	3.33 uM	Cell Painting	0.0017994240305543377	3	-0.059695954883372516	0.99
reverse transcriptase inhibitor	10 uM	Cell Painting	0.0017596937389681379	3	-0.039092049806604315	0.955
reverse transcriptase inhibitor	All	Cell Painting	0.0014107315307102354	18	-0.024336262846669177	1
reverse transcriptase inhibitor	0.04 uM	L1000	0.008111888376042455	3	0.047825043503045485	0.282
reverse transcriptase inhibitor	0.12 uM	L1000	0.0025073091576828218	3	0.07791686596657772	0.151
reverse transcriptase inhibitor	0.37 uM	L1000	0.0019334092651648142	3	-0.01316183292281264	0.71
reverse transcriptase inhibitor	1.11 uM	L1000	0.0019541515263498946	3	0.005430937962809796	0.559
reverse transcriptase inhibitor	3.33 uM	L1000	0.0018031410244941943	3	-0.014881685559915122	0.672
reverse transcriptase inhibitor	10 uM	L1000	0.006740231586582457	3	0.01748238613793398	0.505
reverse transcriptase inhibitor	All	L1000	0.0016110819138008383	18	0.008563509834873419	0.993
rho associated kinase inhibitor	0.04 uM	Cell Painting	0.007634461756841081	6	0.033773123223632934	0.056
rho associated kinase inhibitor	0.12 uM	Cell Painting	0.00425829127776204	6	-0.0012029208477313258	0.706
rho associated kinase inhibitor	0.37 uM	Cell Painting	0.012688187081558736	6	0.01915057136167725	0.171
rho associated kinase inhibitor	1.11 uM	Cell Painting	0.028382170393310438	6	0.027524734303150177	0.09
rho associated kinase inhibitor	3.33 uM	Cell Painting	0.06946826174062846	6	0.06131058446669071	0.002
rho associated kinase inhibitor	10 uM	Cell Painting	0.00732502174307839	6	0.06518040052846241	0.016
rho associated kinase inhibitor	All	Cell Painting	0.008159038411427542	24	0.023247749529260776	0
rho associated kinase inhibitor	0.04 uM	L1000	0.015681712449646605	6	-0.01842980189280403	0.927
rho associated kinase inhibitor	0.12 uM	L1000	0.012233222309555872	6	-0.01007363074046483	0.856
rho associated kinase inhibitor	0.37 uM	L1000	0.012377561513017655	6	0.021020006211365173	0.548
rho associated kinase inhibitor	1.11 uM	L1000	0.01647277868403747	6	0.04546073768773678	0.199
rho associated kinase inhibitor	3.33 uM	L1000	0.01004410869111708	6	0.023865918254407464	0.418
rho associated kinase inhibitor	10 uM	L1000	0.024875287009042648	6	0.04765520742239162	0.259
rho associated kinase inhibitor	All	L1000	0.0066801044098350046	36	0.019458236092093118	0.781
ribonucleoside reductase inhibitor	All	Cell Painting	0.00186578109408218	12	0.03317580708681236	0
ribonucleoside reductase inhibitor	All	L1000	6.720987495114388e-4	12	-0.02465003048888622	1
ribonucleotide reductase inhibitor	All	Cell Painting	0.001046292303880201	12	0.005647618327858855	0.544
ribonucleotide reductase inhibitor	All	L1000	6.191691060145567e-4	12	-0.05884459717477242	1
rna polymerase inhibitor	0.04 uM	Cell Painting	0.0094718134279555	7	0.014843349451517976	0.273
rna polymerase inhibitor	0.12 uM	Cell Painting	0.013209920668543615	7	0.021337385157429094	0.139
rna polymerase inhibitor	0.37 uM	Cell Painting	0.009720432088695847	7	0.011246103941004986	0.35
rna polymerase inhibitor	1.11 uM	Cell Painting	0.0070797526257332715	7	0.008818291036871996	0.424
rna polymerase inhibitor	3.33 uM	Cell Painting	0.008336064990200232	7	-0.009631519816981527	0.907
rna polymerase inhibitor	10 uM	Cell Painting	0.011309911720235767	7	0.01568597296636703	0.503
rna polymerase inhibitor	All	Cell Painting	0.008048774681971849	42	0.010129335010070389	0.021
rna polymerase inhibitor	0.04 uM	L1000	0.009141768540858795	7	0.04118885161138401	0.29
rna polymerase inhibitor	0.12 uM	L1000	0.014222373624747698	7	0.04169591785569699	0.234
rna polymerase inhibitor	0.37 uM	L1000	0.009416194285548095	7	0.0504442957807412	0.181
rna polymerase inhibitor	1.11 uM	L1000	0.007304064372152123	7	0.02399513137443647	0.494
rna polymerase inhibitor	3.33 uM	L1000	0.006271165332356643	7	0.012227959356909174	0.628
rna polymerase inhibitor	10 uM	L1000	0.006902280263308053	7	0.014617272583088842	0.656
rna polymerase inhibitor	All	L1000	0.007396604729279579	42	0.033274718455892	0.001
rna synthesis inhibitor	All	Cell Painting	0.0010745891994110787	12	-0.008760157238451041	1
rna synthesis inhibitor	All	L1000	7.333220232219482e-4	12	-0.01162357270450674	1
selective serotonin reuptake inhibitor (ssri)	0.04 uM	Cell Painting	0.0036767411887031654	4	-0.0045885902484357945	0.737
selective serotonin reuptake inhibitor (ssri)	0.12 uM	Cell Painting	0.005618117209290627	4	0.009244456736093844	0.473
selective serotonin reuptake inhibitor (ssri)	0.37 uM	Cell Painting	0.0033628165475936165	4	-0.014045391974334734	0.838
selective serotonin reuptake inhibitor (ssri)	1.11 uM	Cell Painting	0.003702612663519284	4	0.01538381513472518	0.324
selective serotonin reuptake inhibitor (ssri)	3.33 uM	Cell Painting	0.0062807692357596204	4	0.021773968227500638	0.234
selective serotonin reuptake inhibitor (ssri)	10 uM	Cell Painting	0.016280886211476532	4	0.1554796030459581	0.002
selective serotonin reuptake inhibitor (ssri)	All	Cell Painting	0.003477760627503156	24	0.009602133425877802	0.101
selective serotonin reuptake inhibitor (ssri)	0.04 uM	L1000	0.003814941278903804	4	-0.04730784603349876	0.95
selective serotonin reuptake inhibitor (ssri)	0.12 uM	L1000	0.0029134642268298875	4	-0.028072469364049023	0.873
selective serotonin reuptake inhibitor (ssri)	0.37 uM	L1000	0.0034048827284560443	4	-0.0018918313072182258	0.734
selective serotonin reuptake inhibitor (ssri)	1.11 uM	L1000	0.007486670345952125	4	0.014298832690807024	0.569
selective serotonin reuptake inhibitor (ssri)	3.33 uM	L1000	0.00873129021393966	4	-0.02064880829952551	0.833
selective serotonin reuptake inhibitor (ssri)	10 uM	L1000	0.010188803830414178	4	0.07631190466928789	0.129
selective serotonin reuptake inhibitor (ssri)	All	L1000	0.002923319266893909	24	-0.017412992451167054	1
serotonin receptor agonist	0.04 uM	Cell Painting	0.013290429262698958	12	0.0044449632247989925	0.638
serotonin receptor agonist	0.12 uM	Cell Painting	0.013029628615045833	12	0.004452638454201262	0.625
serotonin receptor agonist	0.37 uM	Cell Painting	0.012839383984280726	12	6.136390055224718e-4	0.79
serotonin receptor agonist	1.11 uM	Cell Painting	0.012989407801938701	12	0.013444101206658388	0.162
serotonin receptor agonist	3.33 uM	Cell Painting	0.012201824861538715	12	-0.005574086033830939	0.968
serotonin receptor agonist	10 uM	Cell Painting	0.013924112424847042	12	0.006519054388011246	0.844
serotonin receptor agonist	All	Cell Painting	0.012435859647379326	60	0.003391820886817009	0.993
serotonin receptor agonist	0.04 uM	L1000	0.01447609152177337	12	0.006808932132952777	0.906
serotonin receptor agonist	0.12 uM	L1000	0.013178298604253439	12	-0.005439137818789814	0.978
serotonin receptor agonist	0.37 uM	L1000	0.01674114545449274	12	0.04308506005845475	0.179
serotonin receptor agonist	1.11 uM	L1000	0.013749657621224654	12	0.022699154652504057	0.502
serotonin receptor agonist	3.33 uM	L1000	0.0142412968908922	12	0.021203531740546455	0.511
serotonin receptor agonist	10 uM	L1000	0.014448223800154007	12	-9.121108058106341e-4	0.973
serotonin receptor agonist	All	L1000	0.013521805849459497	72	0.01980591441905568	0.868
serotonin receptor agonist|serotonin receptor antagonist	0.04 uM	Cell Painting	0.042721808413940174	3	0.007557213768043629	0.471
serotonin receptor agonist|serotonin receptor antagonist	0.12 uM	Cell Painting	0.04821028267578824	3	0.04960464545757134	0.06
serotonin receptor agonist|serotonin receptor antagonist	0.37 uM	Cell Painting	0.037443667391503774	3	0.026709040304276926	0.23
serotonin receptor agonist|serotonin receptor antagonist	1.11 uM	Cell Painting	0.05037041994043837	3	0.03455800309914472	0.157
serotonin receptor agonist|serotonin receptor antagonist	3.33 uM	Cell Painting	0.04318972397385704	3	0.06493828753369112	0.037
serotonin receptor agonist|serotonin receptor antagonist	10 uM	Cell Painting	0.04800144515601101	3	0.10465151294048217	0.041
serotonin receptor agonist|serotonin receptor antagonist	All	Cell Painting	0.03880213514726547	18	0.027852866176963892	0
serotonin receptor agonist|serotonin receptor antagonist	0.04 uM	L1000	0.040250007848338015	3	0.10637700945590979	0.071
serotonin receptor agonist|serotonin receptor antagonist	0.12 uM	L1000	0.03185529244704484	3	0.06183805607779679	0.206
serotonin receptor agonist|serotonin receptor antagonist	0.37 uM	L1000	0.04068548418147475	3	-0.057312576186314974	0.886
serotonin receptor agonist|serotonin receptor antagonist	1.11 uM	L1000	0.03972501610260462	3	0.12141189504526786	0.06
serotonin receptor agonist|serotonin receptor antagonist	3.33 uM	L1000	0.035276338849623334	3	0.09698643017124987	0.096
serotonin receptor agonist|serotonin receptor antagonist	10 uM	L1000	0.03737448037754704	3	0.04169435929470202	0.35
serotonin receptor agonist|serotonin receptor antagonist	All	L1000	0.03597830493184785	18	0.0971050427523609	0
serotonin receptor antagonist	0.04 uM	Cell Painting	0.031212084865178638	12	0.005230060789545676	0.593
serotonin receptor antagonist	0.12 uM	Cell Painting	0.025233107733223094	12	0.0035545129942511308	0.668
serotonin receptor antagonist	0.37 uM	Cell Painting	0.02863807497706096	12	0.00201953063253399	0.724
serotonin receptor antagonist	1.11 uM	Cell Painting	0.02841794678228089	12	0.01045527046947995	0.282
serotonin receptor antagonist	3.33 uM	Cell Painting	0.03178483924425341	12	0.006649004513709474	0.482
serotonin receptor antagonist	10 uM	Cell Painting	0.03795146837249256	12	0.04626586417665666	0.015
serotonin receptor antagonist	All	Cell Painting	0.028207724137686113	72	0.00891090823148804	0.014
serotonin receptor antagonist	0.04 uM	L1000	0.025914821326654673	12	0.05453724129534295	0.077
serotonin receptor antagonist	0.12 uM	L1000	0.02306452467128336	12	0.03370916504178709	0.255
serotonin receptor antagonist	0.37 uM	L1000	0.026689866713276344	12	0.05689885082854916	0.07
serotonin receptor antagonist	1.11 uM	L1000	0.02578071687458743	12	0.04758421464196064	0.081
serotonin receptor antagonist	3.33 uM	L1000	0.025576007967339588	12	0.04786994231527867	0.06
serotonin receptor antagonist	10 uM	L1000	0.027091420475716745	12	0.04589384246350452	0.154
serotonin receptor antagonist	All	L1000	0.024310022336178298	72	0.03503033665412297	0
serotonin reuptake inhibitor	0.04 uM	Cell Painting	0.00330821454210589	4	0.012625668027435142	0.392
serotonin reuptake inhibitor	0.12 uM	Cell Painting	0.004226078816498656	4	-0.007370365238253591	0.786
serotonin reuptake inhibitor	0.37 uM	Cell Painting	0.002979086613567661	4	-0.014117377931306106	0.838
serotonin reuptake inhibitor	1.11 uM	Cell Painting	0.004596818054047397	4	0.007258923230979879	0.476
serotonin reuptake inhibitor	3.33 uM	Cell Painting	0.0059562443681267585	4	0.019422729390641588	0.264
serotonin reuptake inhibitor	10 uM	Cell Painting	0.00541586767654683	4	0.02367792379202029	0.381
serotonin reuptake inhibitor	All	Cell Painting	0.0029687894760460514	24	0.0018470798222604981	0.99
serotonin reuptake inhibitor	0.04 uM	L1000	0.015511800695415908	4	0.06021187199172311	0.206
serotonin reuptake inhibitor	0.12 uM	L1000	0.0032535710835939853	4	-0.06919825377888669	0.968
serotonin reuptake inhibitor	0.37 uM	L1000	0.0038438919477629444	4	0.08856557223742106	0.078
serotonin reuptake inhibitor	1.11 uM	L1000	0.005206829265162685	4	-0.019070744999746723	0.839
serotonin reuptake inhibitor	3.33 uM	L1000	0.003405328772963604	4	0.014699625661570556	0.56
serotonin reuptake inhibitor	10 uM	L1000	0.005312425809994777	4	0.08939859868316281	0.09
serotonin reuptake inhibitor	All	L1000	0.0032169862263655966	24	0.0402844493728535	0.001
sigma receptor antagonist	0.04 uM	Cell Painting	0.0029031306268416496	3	0.019860174685243776	0.313
sigma receptor antagonist	0.12 uM	Cell Painting	0.003736084081585999	3	-0.010967947113299086	0.744
sigma receptor antagonist	0.37 uM	Cell Painting	0.0037038247487118604	3	0.029907055454912294	0.203
sigma receptor antagonist	1.11 uM	Cell Painting	0.005719257172764765	3	0.008739271579235184	0.444
sigma receptor antagonist	3.33 uM	Cell Painting	0.007132638829444643	3	0.06613251280951576	0.033
sigma receptor antagonist	10 uM	Cell Painting	0.003506905309343566	3	0.03723491151556504	0.282
sigma receptor antagonist	All	Cell Painting	0.0027007106728283476	18	0.01680572436491136	0.002
sigma receptor antagonist	0.04 uM	L1000	0.017859858358070312	3	-0.21283924807703106	0.998
sigma receptor antagonist	0.12 uM	L1000	0.02520616041592617	3	-0.05340025273572771	0.853
sigma receptor antagonist	0.37 uM	L1000	0.0026161343742151445	3	0.012692701398322391	0.545
sigma receptor antagonist	1.11 uM	L1000	0.021222812967405212	3	0.07489145175456917	0.16
sigma receptor antagonist	3.33 uM	L1000	0.0016002370653152977	3	-0.16896596674417128	0.996
sigma receptor antagonist	10 uM	L1000	0.00370638499082066	3	0.02594581914485556	0.439
sigma receptor antagonist	All	L1000	0.0031214790466478695	18	-0.02745633646047889	1
sodium channel blocker	0.04 uM	Cell Painting	0.012013526400191106	11	0.007823638702414114	0.468
sodium channel blocker	0.12 uM	Cell Painting	0.014775219103056781	11	0.008714371629934058	0.42
sodium channel blocker	0.37 uM	Cell Painting	0.010517592194375956	11	0.008503174400068047	0.391
sodium channel blocker	1.11 uM	Cell Painting	0.010497896849156349	11	0.004393529337698099	0.624
