compound	no_of_replicates	dose	p_value	matching_score	assay	normalization	category
isbufylline	5	1.11 uM	0.475	0.0181748176432915	Cell Painting	non_spherized	all_data
isoconazole	5	1.11 uM	0.551	0.0016901161743659	Cell Painting	non_spherized	all_data
isofloxythepin	5	1.11 uM	0.0	0.7544625125944635	Cell Painting	non_spherized	all_data
isosorbide	5	1.11 uM	0.485	0.0158680341100782	Cell Painting	non_spherized	all_data
isradipine	5	1.11 uM	0.553	0.0009320732818431	Cell Painting	non_spherized	all_data
istaroxime	5	1.11 uM	0.551	0.0017687878317892	Cell Painting	non_spherized	all_data
itopride	5	1.11 uM	0.543	0.0037748429844398	Cell Painting	non_spherized	all_data
ivabradine	5	1.11 uM	0.547	0.0022046741715697	Cell Painting	non_spherized	all_data
ivacaftor	5	1.11 uM	0.0	0.497599245325653	Cell Painting	non_spherized	all_data
ivermectin	5	1.11 uM	0.537	0.0057522058331263	Cell Painting	non_spherized	all_data
ixabepilone	5	1.11 uM	0.0	0.7876823701837761	Cell Painting	non_spherized	all_data
josamycin	5	1.11 uM	0.555	-0.0002647966692407	Cell Painting	non_spherized	all_data
kakonein	5	1.11 uM	0.0	0.4960722344134416	Cell Painting	non_spherized	all_data
kbg	4	1.11 uM	0.472	0.0102570505636098	Cell Painting	non_spherized	all_data
kd-023	5	1.11 uM	0.014	0.2773488715448788	Cell Painting	non_spherized	all_data
kd025	5	1.11 uM	0.547	0.0023254476419395	Cell Painting	non_spherized	all_data
ketoconazole	5	1.11 uM	0.256	0.0834215709836872	Cell Painting	non_spherized	all_data
ketoprofen	5	1.11 uM	0.473	0.0190183325951099	Cell Painting	non_spherized	all_data
ketorolac	2	1.11 uM	0.232	0.186512235646383	Cell Painting	non_spherized	all_data
ketotifen	5	1.11 uM	0.555	-0.0003173143432928	Cell Painting	non_spherized	all_data
kpt-330	5	1.11 uM	0.387	0.0435632283395104	Cell Painting	non_spherized	all_data
kw-2449	5	1.11 uM	0.562	-0.0013440860215053	Cell Painting	non_spherized	all_data
kw-2478	2	1.11 uM	0.471	0.0226027066295218	Cell Painting	non_spherized	all_data
kx2-391	5	1.11 uM	0.0	0.9439164476979676	Cell Painting	non_spherized	all_data
l-citrulline	5	1.11 uM	0.354	0.0542860248284732	Cell Painting	non_spherized	all_data
l-ergothioneine	5	1.11 uM	0.551	0.0013296758099403	Cell Painting	non_spherized	all_data
l-name	5	1.11 uM	0.551	0.0012958785255935	Cell Painting	non_spherized	all_data
labetalol	5	1.11 uM	0.551	0.0013440860214988	Cell Painting	non_spherized	all_data
lacitol	5	1.11 uM	0.553	0.0009555699393709	Cell Painting	non_spherized	all_data
lacosamide	5	1.11 uM	0.554	-8.952492494774947e-06	Cell Painting	non_spherized	all_data
lafutidine	5	1.11 uM	0.042	0.2172073570622925	Cell Painting	non_spherized	all_data
lamivudine	4	1.11 uM	0.48	0.0066786300627415	Cell Painting	non_spherized	all_data
lamotrigine	5	1.11 uM	0.141	0.1341179222371726	Cell Painting	non_spherized	all_data
lapatinib	5	1.11 uM	0.554	-0.0001333825397683	Cell Painting	non_spherized	all_data
lasalocid	4	1.11 uM	0.0	0.5857369192441233	Cell Painting	non_spherized	all_data
latanoprost	5	1.11 uM	0.546	0.0024458555458579	Cell Painting	non_spherized	all_data
lcl-161	5	1.11 uM	0.551	0.0019381654932056	Cell Painting	non_spherized	all_data
ledipasvir	5	1.11 uM	0.551	0.00133713043329	Cell Painting	non_spherized	all_data
leflunomide	5	1.11 uM	0.564	-0.0015394896420089	Cell Painting	non_spherized	all_data
lenalidomide	5	1.11 uM	0.543	0.0044503168340524	Cell Painting	non_spherized	all_data
lenvatinib	2	1.11 uM	0.491	0.0084320911606331	Cell Painting	non_spherized	all_data
lerisetron	5	1.11 uM	0.024	0.2514241042731949	Cell Painting	non_spherized	all_data
lersivirine	4	1.11 uM	0.004	0.4202906077748311	Cell Painting	non_spherized	all_data
lestaurtinib	5	1.11 uM	0.411	0.0347696842250743	Cell Painting	non_spherized	all_data
letermovir	5	1.11 uM	0.378	0.0473234640829457	Cell Painting	non_spherized	all_data
levalbuterol	5	1.11 uM	0.039	0.2252942234121336	Cell Painting	non_spherized	all_data
levamisole	5	1.11 uM	0.169	0.1155785073268164	Cell Painting	non_spherized	all_data
levcromakalim	5	1.11 uM	0.567	-0.0024361613791027	Cell Painting	non_spherized	all_data
levetiracetam	5	1.11 uM	0.0	0.4608536229574101	Cell Painting	non_spherized	all_data
levobunolol	5	1.11 uM	0.139	0.1375650106999526	Cell Painting	non_spherized	all_data
levocabastine	5	1.11 uM	0.009	0.3002085385692333	Cell Painting	non_spherized	all_data
levocetirizine	5	1.11 uM	0.551	0.0013388715092847	Cell Painting	non_spherized	all_data
levofloxacin	5	1.11 uM	0.001	0.4270391205145992	Cell Painting	non_spherized	all_data
levomequitazine	5	1.11 uM	0.542	0.0048327599411511	Cell Painting	non_spherized	all_data
levonorgestrel	5	1.11 uM	0.553	0.0004760027067098	Cell Painting	non_spherized	all_data
levosimendan	4	1.11 uM	0.029	0.2481800144614587	Cell Painting	non_spherized	all_data
levothyroxine	5	1.11 uM	0.383	0.0455470310603686	Cell Painting	non_spherized	all_data
lgx818	5	1.11 uM	0.456	0.0242942023361893	Cell Painting	non_spherized	all_data
licochalcone-a	5	1.11 uM	0.555	-0.0003284556958597	Cell Painting	non_spherized	all_data
lidamidine	5	1.11 uM	0.386	0.0445584268746757	Cell Painting	non_spherized	all_data
lidocaine	5	1.11 uM	0.553	0.0005878567088819	Cell Painting	non_spherized	all_data
lidoflazine	5	1.11 uM	0.551	0.0014267159625525	Cell Painting	non_spherized	all_data
linezolid	5	1.11 uM	0.542	0.0048136554058233	Cell Painting	non_spherized	all_data
linifanib	5	1.11 uM	0.543	0.0045772071618029	Cell Painting	non_spherized	all_data
linopirdine	5	1.11 uM	0.627	-0.0194761531173268	Cell Painting	non_spherized	all_data
linsidomine	5	1.11 uM	0.158	0.1223752281033529	Cell Painting	non_spherized	all_data
linsitinib	5	1.11 uM	0.024	0.2525780703709407	Cell Painting	non_spherized	all_data
liranaftate	5	1.11 uM	0.53	0.0080130525184895	Cell Painting	non_spherized	all_data
lisinopril	5	1.11 uM	0.543	0.0043207309607979	Cell Painting	non_spherized	all_data
lisofylline	5	1.11 uM	0.515	0.0109261760667533	Cell Painting	non_spherized	all_data
lobenzarit	5	1.11 uM	0.543	0.0045239956641819	Cell Painting	non_spherized	all_data
lodoxamide	5	1.11 uM	0.553	0.0009611012693371	Cell Painting	non_spherized	all_data
lofexidine	4	1.11 uM	0.52	-0.0030606445539324	Cell Painting	non_spherized	all_data
lomeguatrib	5	1.11 uM	0.564	-0.0017511921441852	Cell Painting	non_spherized	all_data
lomerizine	5	1.11 uM	0.575	-0.0056567402443983	Cell Painting	non_spherized	all_data
lomitapide	5	1.11 uM	0.554	0.0004317919717257	Cell Painting	non_spherized	all_data
lonafarnib	5	1.11 uM	0.494	0.0146203514269608	Cell Painting	non_spherized	all_data
lonidamine	5	1.11 uM	0.562	-0.0013290219053882	Cell Painting	non_spherized	all_data
loperamide	5	1.11 uM	0.295	0.0716022830963946	Cell Painting	non_spherized	all_data
lopinavir	5	1.11 uM	0.551	0.0016066688385921	Cell Painting	non_spherized	all_data
loratadine	5	1.11 uM	0.543	0.0038540370685455	Cell Painting	non_spherized	all_data
lorazepam	5	1.11 uM	0.322	0.0627829512551592	Cell Painting	non_spherized	all_data
lorcaserin	5	1.11 uM	0.616	-0.015959289984411	Cell Painting	non_spherized	all_data
lorglumide	5	1.11 uM	0.551	0.0013081521115854	Cell Painting	non_spherized	all_data
losmapimod	5	1.11 uM	0.562	-0.0012747046141767	Cell Painting	non_spherized	all_data
loxoprofen	2	1.11 uM	0.518	-0.0045922072654104	Cell Painting	non_spherized	all_data
lucitanib	5	1.11 uM	0.551	0.0013937014296039	Cell Painting	non_spherized	all_data
luliconazole	5	1.11 uM	0.569	-0.0036067437718979	Cell Painting	non_spherized	all_data
lupanine	5	1.11 uM	0.559	-0.0007578728717849	Cell Painting	non_spherized	all_data
lurasidone	5	1.11 uM	0.348	0.0571440906229994	Cell Painting	non_spherized	all_data
lx1031	5	1.11 uM	0.547	0.0021333215312971	Cell Painting	non_spherized	all_data
ly215490	5	1.11 uM	0.0	0.7604582575798882	Cell Painting	non_spherized	all_data
ly2228820	5	1.11 uM	0.562	-0.0013440860215041	Cell Painting	non_spherized	all_data
ly2334737	5	1.11 uM	0.03	0.2357967337260015	Cell Painting	non_spherized	all_data
ly2784544	5	1.11 uM	0.562	-0.0013053400590405	Cell Painting	non_spherized	all_data
ly2811376	5	1.11 uM	0.551	0.0013440860215052	Cell Painting	non_spherized	all_data
ly2874455	5	1.11 uM	0.0	0.7157456423560659	Cell Painting	non_spherized	all_data
ly2886721	5	1.11 uM	0.545	0.0027027627047209	Cell Painting	non_spherized	all_data
macitentan	5	1.11 uM	0.004	0.3582812327821307	Cell Painting	non_spherized	all_data
malotilate	5	1.11 uM	0.0	0.7954812449025723	Cell Painting	non_spherized	all_data
manumycin-a	5	1.11 uM	0.004	0.3454293885036191	Cell Painting	non_spherized	all_data
maprotiline	5	1.11 uM	0.184	0.1101347735514681	Cell Painting	non_spherized	all_data
maraviroc	5	1.11 uM	0.547	0.0022575814362788	Cell Painting	non_spherized	all_data
maribavir	5	1.11 uM	0.551	0.0017342412245736	Cell Painting	non_spherized	all_data
marimastat	5	1.11 uM	0.553	0.0008082080647702	Cell Painting	non_spherized	all_data
masitinib	5	1.11 uM	0.551	0.0013110073388895	Cell Painting	non_spherized	all_data
masoprocol	5	1.11 uM	0.435	0.0281718207600856	Cell Painting	non_spherized	all_data
maxacalcitol	5	1.11 uM	0.0	0.56390524912682	Cell Painting	non_spherized	all_data
mazindol	5	1.11 uM	0.554	0.0003238852842232	Cell Painting	non_spherized	all_data
mbx-2982	5	1.11 uM	0.482	0.0173111464812546	Cell Painting	non_spherized	all_data
mcpp	5	1.11 uM	0.189	0.1084500931672099	Cell Painting	non_spherized	all_data
mebendazole	5	1.11 uM	0.0	0.5918031322241499	Cell Painting	non_spherized	all_data
mecamylamine	5	1.11 uM	0.0	0.5017188450800449	Cell Painting	non_spherized	all_data
meclofenamic-acid	5	1.11 uM	0.001	0.421700696569473	Cell Painting	non_spherized	all_data
meclozine	5	1.11 uM	0.577	-0.0060661963850127	Cell Painting	non_spherized	all_data
medroxyprogesterone-acetate	5	1.11 uM	0.012	0.2833613314672843	Cell Painting	non_spherized	all_data
medrysone	5	1.11 uM	0.316	0.0640757668889181	Cell Painting	non_spherized	all_data
meglitinide	5	1.11 uM	0.542	0.004807347319913	Cell Painting	non_spherized	all_data
meisoindigo	5	1.11 uM	0.564	-0.0014175047330434	Cell Painting	non_spherized	all_data
mek162	5	1.11 uM	0.0	0.82722420242179	Cell Painting	non_spherized	all_data
melatonin	5	1.11 uM	0.023	0.257928151633178	Cell Painting	non_spherized	all_data
meloxicam	5	1.11 uM	0.564	-0.0014283881650999	Cell Painting	non_spherized	all_data
melperone	5	1.11 uM	0.273	0.0793681006213597	Cell Painting	non_spherized	all_data
menadione	5	1.11 uM	0.473	0.0186874146253209	Cell Painting	non_spherized	all_data
mepacrine	5	1.11 uM	0.551	0.0012747817931305	Cell Painting	non_spherized	all_data
mepazine	5	1.11 uM	0.194	0.105866719285554	Cell Painting	non_spherized	all_data
mephentermine	5	1.11 uM	0.551	0.0013440860215053	Cell Painting	non_spherized	all_data
mepivacaine	4	1.11 uM	0.352	0.0483886515971675	Cell Painting	non_spherized	all_data
mepyramine	5	1.11 uM	0.014	0.2781498492998112	Cell Painting	non_spherized	all_data
merbarone	5	1.11 uM	0.551	0.0020379915427833	Cell Painting	non_spherized	all_data
mericitabine	5	1.11 uM	0.515	0.0118790305678098	Cell Painting	non_spherized	all_data
merimepodib	5	1.11 uM	0.524	0.0090206121353417	Cell Painting	non_spherized	all_data
mestranol	5	1.11 uM	0.348	0.0570133383179249	Cell Painting	non_spherized	all_data
mesulergine	5	1.11 uM	0.614	-0.0152494255059461	Cell Painting	non_spherized	all_data
metamizole	5	1.11 uM	0.554	-4.447397311535539e-16	Cell Painting	non_spherized	all_data
metatinib	5	1.11 uM	0.562	-0.0012388578550581	Cell Painting	non_spherized	all_data
metenkephalin	5	1.11 uM	0.562	-0.0013440860215068	Cell Painting	non_spherized	all_data
metergoline	5	1.11 uM	0.566	-0.0021591551636247	Cell Painting	non_spherized	all_data
metformin	5	1.11 uM	0.558	-0.0005643170187894	Cell Painting	non_spherized	all_data
methazolamide	5	1.11 uM	0.387	0.0437089095950793	Cell Painting	non_spherized	all_data
methimazole	5	1.11 uM	0.484	0.016328625129249	Cell Painting	non_spherized	all_data
methiopril	5	1.11 uM	0.566	-0.0022451467632263	Cell Painting	non_spherized	all_data
methocarbamol	5	1.11 uM	0.158	0.1219530830551618	Cell Painting	non_spherized	all_data
methoxsalen	5	1.11 uM	0.003	0.3694965192030965	Cell Painting	non_spherized	all_data
methyldopa	5	1.11 uM	0.546	0.0026143068135516	Cell Painting	non_spherized	all_data
methylnaltrexone	5	1.11 uM	0.527	0.0084243612773841	Cell Painting	non_spherized	all_data
methylprednisolone	5	1.11 uM	0.551	0.0013440860215059	Cell Painting	non_spherized	all_data
metixene	5	1.11 uM	0.356	0.053389662808287	Cell Painting	non_spherized	all_data
metoclopramide	5	1.11 uM	0.393	0.0415641448051981	Cell Painting	non_spherized	all_data
metolazone	5	1.11 uM	0.0	0.5342698440231086	Cell Painting	non_spherized	all_data
metoprolol	5	1.11 uM	0.512	0.0121234420053935	Cell Painting	non_spherized	all_data
mf-101	5	1.11 uM	0.553	0.000656421207824	Cell Painting	non_spherized	all_data
mianserin	5	1.11 uM	0.551	0.0012941014033594	Cell Painting	non_spherized	all_data
mibampator	2	1.11 uM	0.501	0.0024077070639895	Cell Painting	non_spherized	all_data
mibefradil	5	1.11 uM	0.163	0.1194896149631721	Cell Painting	non_spherized	all_data
miconazole	5	1.11 uM	0.551	0.0016882546217623	Cell Painting	non_spherized	all_data
midodrine	5	1.11 uM	0.559	-0.0006557436689502	Cell Painting	non_spherized	all_data
midostaurin	5	1.11 uM	0.54	0.0051766224147066	Cell Painting	non_spherized	all_data
mifobate	5	1.11 uM	0.56	-0.0008717430226837	Cell Painting	non_spherized	all_data
miglitol	5	1.11 uM	0.546	0.0024693132891832	Cell Painting	non_spherized	all_data
milacemide	5	1.11 uM	0.535	0.0065974112747187	Cell Painting	non_spherized	all_data
milnacipran	5	1.11 uM	0.277	0.0769481194802211	Cell Painting	non_spherized	all_data
milrinone	5	1.11 uM	0.0	0.6222892729714968	Cell Painting	non_spherized	all_data
minaprine	4	1.11 uM	0.371	0.041053968739053	Cell Painting	non_spherized	all_data
minoxidil	5	1.11 uM	0.392	0.0418077253795304	Cell Painting	non_spherized	all_data
mirodenafil	5	1.11 uM	0.501	0.0140491012299028	Cell Painting	non_spherized	all_data
mirtazapine	5	1.11 uM	0.593	-0.0096974068428496	Cell Painting	non_spherized	all_data
mitomycin-c	5	1.11 uM	0.0	0.6768552128836789	Cell Painting	non_spherized	all_data
mk-0752	5	1.11 uM	0.553	0.0006765867018158	Cell Painting	non_spherized	all_data
mk-0773	2	1.11 uM	0.503	0.0022828774243583	Cell Painting	non_spherized	all_data
mk-0812	5	1.11 uM	0.438	0.0276690607516415	Cell Painting	non_spherized	all_data
mk-0893	5	1.11 uM	0.551	0.0013985468592087	Cell Painting	non_spherized	all_data
mk-2461	5	1.11 uM	0.542	0.0049435529165177	Cell Painting	non_spherized	all_data
mk-3207	5	1.11 uM	0.559	-0.0006508052456364	Cell Painting	non_spherized	all_data
mk-8033	5	1.11 uM	0.553	0.000967917542588	Cell Painting	non_spherized	all_data
mk-8245	5	1.11 uM	0.565	-0.0018509295351364	Cell Painting	non_spherized	all_data
mln0128	5	1.11 uM	0.0	0.5743595921825564	Cell Painting	non_spherized	all_data
mln2480	2	1.11 uM	0.448	0.0361911690886762	Cell Painting	non_spherized	all_data
mln9708	5	1.11 uM	0.0	0.7661349088423919	Cell Painting	non_spherized	all_data
moclobemide	5	1.11 uM	0.547	0.0022760605685764	Cell Painting	non_spherized	all_data
molindone	5	1.11 uM	0.543	0.0043839371377609	Cell Painting	non_spherized	all_data
molsidomine	5	1.11 uM	0.515	0.0113800359945974	Cell Painting	non_spherized	all_data
moxidectin	5	1.11 uM	0.141	0.135181097689913	Cell Painting	non_spherized	all_data
moxifloxacin	5	1.11 uM	0.042	0.2114545340305036	Cell Painting	non_spherized	all_data
moxisylyte	5	1.11 uM	0.554	0.0002725810991665	Cell Painting	non_spherized	all_data
mozavaptan	5	1.11 uM	0.562	-0.0013440860215071	Cell Painting	non_spherized	all_data
mycophenolate-mofetil	5	1.11 uM	0.0	0.7878448551004826	Cell Painting	non_spherized	all_data
mycophenolic-acid	5	1.11 uM	0.0	0.7260490357787079	Cell Painting	non_spherized	all_data
n6022	5	1.11 uM	0.002	0.3746482511933819	Cell Painting	non_spherized	all_data
nafamostat	5	1.11 uM	0.551	0.0010930352039488	Cell Painting	non_spherized	all_data
naftidrofuryl	5	1.11 uM	0.534	0.0067370415229059	Cell Painting	non_spherized	all_data
naftopidil	4	1.11 uM	0.047	0.2106678023312965	Cell Painting	non_spherized	all_data
nalbuphine	5	1.11 uM	0.561	-0.0010059798931475	Cell Painting	non_spherized	all_data
naphazoline	5	1.11 uM	0.541	0.0050054503030774	Cell Painting	non_spherized	all_data
naproxen	5	1.11 uM	0.0	0.5930310191163163	Cell Painting	non_spherized	all_data
naringenin	5	1.11 uM	0.551	0.0014549199833412	Cell Painting	non_spherized	all_data
narlaprevir	5	1.11 uM	0.458	0.0226752467654074	Cell Painting	non_spherized	all_data
nateglinide	2	1.11 uM	0.575	-0.0385809415268681	Cell Painting	non_spherized	all_data
navitoclax	5	1.11 uM	0.012	0.286650737935168	Cell Painting	non_spherized	all_data
nebivolol	5	1.11 uM	0.556	-0.0004580206570902	Cell Painting	non_spherized	all_data
nefiracetam	5	1.11 uM	0.543	0.0045231899297031	Cell Painting	non_spherized	all_data
nefopam	5	1.11 uM	0.531	0.0074117016184656	Cell Painting	non_spherized	all_data
nelarabine	5	1.11 uM	0.565	-0.001792017967037	Cell Painting	non_spherized	all_data
nemonapride	5	1.11 uM	0.0	0.5558207850709433	Cell Painting	non_spherized	all_data
nepafenac	5	1.11 uM	0.004	0.3495180527449721	Cell Painting	non_spherized	all_data
neratinib	5	1.11 uM	0.553	0.0005569197252418	Cell Painting	non_spherized	all_data
nesbuvir	5	1.11 uM	0.264	0.0817607557686484	Cell Painting	non_spherized	all_data
netupitant	5	1.11 uM	0.532	0.0072981924053936	Cell Painting	non_spherized	all_data
nevirapine	5	1.11 uM	0.553	0.0005312799682374	Cell Painting	non_spherized	all_data
niacin	5	1.11 uM	0.564	-0.0015859055638922	Cell Painting	non_spherized	all_data
nicaraven	5	1.11 uM	0.128	0.1429936891530562	Cell Painting	non_spherized	all_data
nicardipine	5	1.11 uM	0.012	0.2865377558166544	Cell Painting	non_spherized	all_data
nicergoline	5	1.11 uM	0.094	0.168295914239233	Cell Painting	non_spherized	all_data
nicotinamide	5	1.11 uM	0.559	-0.0007933696069402	Cell Painting	non_spherized	all_data
nicotine	5	1.11 uM	0.543	0.0038147898011791	Cell Painting	non_spherized	all_data
niguldipine	5	1.11 uM	0.543	0.0043447115887252	Cell Painting	non_spherized	all_data
nikethamide	5	1.11 uM	0.553	0.0006653176604199	Cell Painting	non_spherized	all_data
nilotinib	5	1.11 uM	0.56	-0.0008820679683343	Cell Painting	non_spherized	all_data
nimesulide	5	1.11 uM	0.537	0.0058101925845644	Cell Painting	non_spherized	all_data
nimodipine	5	1.11 uM	0.054	0.1966838642968738	Cell Painting	non_spherized	all_data
nintedanib	5	1.11 uM	0.054	0.1972854050488659	Cell Painting	non_spherized	all_data
nisoxetine	5	1.11 uM	0.03	0.2360528099601573	Cell Painting	non_spherized	all_data
nitrendipine	5	1.11 uM	0.547	0.0022000526847085	Cell Painting	non_spherized	all_data
nizofenone	5	1.11 uM	0.551	0.001575686542745	Cell Painting	non_spherized	all_data
nms-1286937	5	1.11 uM	0.0	0.6280161169598625	Cell Painting	non_spherized	all_data
norethindrone	5	1.11 uM	0.007	0.3177056940252288	Cell Painting	non_spherized	all_data
norethisterone	5	1.11 uM	0.559	-0.0007886853391946	Cell Painting	non_spherized	all_data
norfloxacin	5	1.11 uM	0.564	-0.0014923293709403	Cell Painting	non_spherized	all_data
norgestrel	5	1.11 uM	0.544	0.0036281877668829	Cell Painting	non_spherized	all_data
nortriptyline	5	1.11 uM	0.062	0.1905005773023305	Cell Painting	non_spherized	all_data
noscapine	5	1.11 uM	0.551	0.0017633284271104	Cell Painting	non_spherized	all_data
novobiocin	5	1.11 uM	0.516	0.0104603741240314	Cell Painting	non_spherized	all_data
nsi-189	5	1.11 uM	0.544	0.0033027509615128	Cell Painting	non_spherized	all_data
nutlin-3	5	1.11 uM	0.242	0.0877792534642703	Cell Painting	non_spherized	all_data
nvp-dpp728	5	1.11 uM	0.562	-0.0013562408997255	Cell Painting	non_spherized	all_data
