compound	no_of_replicates	dose	p_value	matching_score	assay	normalization	category
formoterol	5	10 uM	0.082	0.2681775224326427	Cell Painting	non_spherized	all_data
forskolin	5	10 uM	0.104	0.2329351207604517	Cell Painting	non_spherized	all_data
fosfomycin	5	10 uM	0.686	-0.0013440860215053	Cell Painting	non_spherized	all_data
fostamatinib	5	10 uM	0.65	0.0103944015950823	Cell Painting	non_spherized	all_data
fpl-62064	5	10 uM	0.686	-0.0014594900894951	Cell Painting	non_spherized	all_data
ftorafur	5	10 uM	0.71	-0.0126526205305855	Cell Painting	non_spherized	all_data
fulvestrant	4	10 uM	0.019	0.3932210811389833	Cell Painting	non_spherized	all_data
fusidic-acid	5	10 uM	0.677	0.0014236916685845	Cell Painting	non_spherized	all_data
gabapentin	5	10 uM	0.703	-0.0066059011240631	Cell Painting	non_spherized	all_data
galeterone	5	10 uM	0.0	0.6146126099212187	Cell Painting	non_spherized	all_data
ganaxolone	5	10 uM	0.466	0.0632150884420296	Cell Painting	non_spherized	all_data
gatifloxacin	5	10 uM	0.677	0.0018771425858181	Cell Painting	non_spherized	all_data
gdc-0068	5	10 uM	0.011	0.4048399990170557	Cell Painting	non_spherized	all_data
gdc-0152	5	10 uM	0.61	0.0222012038592566	Cell Painting	non_spherized	all_data
gdc-0199	5	10 uM	0.0	0.4967526975096461	Cell Painting	non_spherized	all_data
gdc-0834	5	10 uM	0.0	0.7308802786277624	Cell Painting	non_spherized	all_data
gefitinib	5	10 uM	0.644	0.0117443327691925	Cell Painting	non_spherized	all_data
gemcitabine	5	10 uM	0.0	0.9317791534153728	Cell Painting	non_spherized	all_data
gemfibrozil	5	10 uM	0.673	0.0037958531126142	Cell Painting	non_spherized	all_data
gemifloxacin	2	10 uM	0.577	-0.0048409118061036	Cell Painting	non_spherized	all_data
genz-644282	5	10 uM	0.168	0.1934198317733943	Cell Painting	non_spherized	all_data
gestrinone	5	10 uM	0.0	0.5579301531003966	Cell Painting	non_spherized	all_data
gimeracil	5	10 uM	0.565	0.0365152129435456	Cell Painting	non_spherized	all_data
ginkgolide-b	5	10 uM	0.682	-0.0003591781053246	Cell Painting	non_spherized	all_data
glasdegib	5	10 uM	0.677	0.0018197126567636	Cell Painting	non_spherized	all_data
gliclazide	5	10 uM	0.092	0.2555764515982104	Cell Painting	non_spherized	all_data
glimepiride	5	10 uM	0.651	0.010141366879233	Cell Painting	non_spherized	all_data
glipizide	5	10 uM	0.009	0.4062291391981492	Cell Painting	non_spherized	all_data
gliquidone	5	10 uM	0.663	0.0063113835204682	Cell Painting	non_spherized	all_data
glycitein	5	10 uM	0.634	0.014108854188627	Cell Painting	non_spherized	all_data
glycopyrrolate	5	10 uM	0.69	-0.0017566268265538	Cell Painting	non_spherized	all_data
golvatinib	5	10 uM	0.004	0.4625285559795995	Cell Painting	non_spherized	all_data
goserelin-acetate	5	10 uM	0.662	0.0072859542522187	Cell Painting	non_spherized	all_data
granisetron	5	10 uM	0.699	-0.0048189388073381	Cell Painting	non_spherized	all_data
grazoprevir	5	10 uM	0.623	0.0181394896307661	Cell Painting	non_spherized	all_data
griseofulvin	5	10 uM	0.565	0.0361973569570065	Cell Painting	non_spherized	all_data
gsk1292263	5	10 uM	0.484	0.058735828029121	Cell Painting	non_spherized	all_data
gsk2110183	5	10 uM	0.663	0.0062874616887658	Cell Painting	non_spherized	all_data
gsk256066	2	10 uM	0.573	0.0025882583420329	Cell Painting	non_spherized	all_data
gsk2636771	5	10 uM	0.679	0.0004469711371983	Cell Painting	non_spherized	all_data
guanabenz	5	10 uM	0.682	-0.0003639101670812	Cell Painting	non_spherized	all_data
guanadrel	5	10 uM	0.0	0.5725307675543918	Cell Painting	non_spherized	all_data
guanethidine	5	10 uM	0.639	0.01355794624361	Cell Painting	non_spherized	all_data
gw842166	5	10 uM	0.585	0.0322749153226238	Cell Painting	non_spherized	all_data
halcinonide	5	10 uM	0.028	0.3365073666822907	Cell Painting	non_spherized	all_data
haloperidol	5	10 uM	0.651	0.0098475573694159	Cell Painting	non_spherized	all_data
hc-030031	5	10 uM	0.673	0.0039817022820054	Cell Painting	non_spherized	all_data
hesperidin	5	10 uM	0.679	8.153200337090993e-16	Cell Painting	non_spherized	all_data
hexachlorophene	5	10 uM	0.0	0.7209603306873544	Cell Painting	non_spherized	all_data
histamine	4	10 uM	0.627	0.0013427819683819	Cell Painting	non_spherized	all_data
homochlorcyclizine	5	10 uM	0.685	-0.001035211742543	Cell Painting	non_spherized	all_data
homoharringtonine	5	10 uM	0.543	0.0442345016744576	Cell Painting	non_spherized	all_data
honokiol	5	10 uM	0.69	-0.0019187889772748	Cell Painting	non_spherized	all_data
hydrocortisone	5	10 uM	0.686	-0.0013440860215053	Cell Painting	non_spherized	all_data
hydroxyurea	5	10 uM	0.0	0.4950479704213834	Cell Painting	non_spherized	all_data
hymecromone	5	10 uM	0.041	0.310785370211678	Cell Painting	non_spherized	all_data
hypericin	5	10 uM	0.699	-0.0048144800189898	Cell Painting	non_spherized	all_data
i-bet-762	5	10 uM	0.0	0.4914960935395803	Cell Painting	non_spherized	all_data
ib-meca	5	10 uM	0.623	0.0182790063988443	Cell Painting	non_spherized	all_data
ibrutinib	5	10 uM	0.618	0.0203083315271271	Cell Painting	non_spherized	all_data
ibudilast	5	10 uM	0.101	0.2397554565957426	Cell Painting	non_spherized	all_data
ibuprofen	5	10 uM	0.086	0.2634969317009108	Cell Painting	non_spherized	all_data
ibutamoren	5	10 uM	0.333	0.107449906678166	Cell Painting	non_spherized	all_data
ici-162846	5	10 uM	0.677	0.0017122911507328	Cell Painting	non_spherized	all_data
ici-185,282	5	10 uM	0.685	-0.0010499592711002	Cell Painting	non_spherized	all_data
ici-192605	5	10 uM	0.53	0.0457952663158542	Cell Painting	non_spherized	all_data
idalopirdine	5	10 uM	0.677	0.0012900386224639	Cell Painting	non_spherized	all_data
idelalisib	5	10 uM	0.27	0.1337824360287967	Cell Painting	non_spherized	all_data
idoxuridin	5	10 uM	0.0	0.5421032037377803	Cell Painting	non_spherized	all_data
ifosfamide	5	10 uM	0.0	0.7237794303672309	Cell Painting	non_spherized	all_data
iguratimod	5	10 uM	0.353	0.0996912136294544	Cell Painting	non_spherized	all_data
ilomastat	5	10 uM	0.677	0.0017675306536669	Cell Painting	non_spherized	all_data
imatinib	5	10 uM	0.677	0.0013440860215061	Cell Painting	non_spherized	all_data
imexon	5	10 uM	0.677	0.0015316421316614	Cell Painting	non_spherized	all_data
imiloxan	5	10 uM	0.642	0.0124866673432071	Cell Painting	non_spherized	all_data
imipramine	2	10 uM	0.575	0.0017095304058425	Cell Painting	non_spherized	all_data
imiquimod	5	10 uM	0.682	-0.0003445968046034	Cell Painting	non_spherized	all_data
indacaterol	5	10 uM	0.668	0.0050191873529065	Cell Painting	non_spherized	all_data
indapamide	5	10 uM	0.687	-0.0016001669156842	Cell Painting	non_spherized	all_data
indibulin	5	10 uM	0.488	0.0582126146414403	Cell Painting	non_spherized	all_data
indinavir	5	10 uM	0.0	0.6033671766999887	Cell Painting	non_spherized	all_data
indiplon	5	10 uM	0.163	0.1983696972432641	Cell Painting	non_spherized	all_data
indirubin	5	10 uM	0.006	0.419231452944934	Cell Painting	non_spherized	all_data
indobufen	5	10 uM	0.367	0.0960643357290203	Cell Painting	non_spherized	all_data
indole	4	10 uM	0.382	0.0800339564807827	Cell Painting	non_spherized	all_data
indoprofen	2	10 uM	0.539	0.0219337931457695	Cell Painting	non_spherized	all_data
indoramin	5	10 uM	0.686	-0.0014073193448057	Cell Painting	non_spherized	all_data
ingenol-mebutate	5	10 uM	0.02	0.3736665148611159	Cell Painting	non_spherized	all_data
iniparib	5	10 uM	0.52	0.0510315838543065	Cell Painting	non_spherized	all_data
inosine	5	10 uM	0.308	0.1150370703052043	Cell Painting	non_spherized	all_data
inositol	5	10 uM	0.012	0.3985791554163325	Cell Painting	non_spherized	all_data
iowh032	5	10 uM	0.0	0.6458357461887834	Cell Painting	non_spherized	all_data
ipratropium	5	10 uM	0.203	0.17043179073087	Cell Painting	non_spherized	all_data
ipriflavone	5	10 uM	0.677	0.0018119749031434	Cell Painting	non_spherized	all_data
irinotecan	5	10 uM	0.0	0.591458551869813	Cell Painting	non_spherized	all_data
isbufylline	5	10 uM	0.707	-0.0086089656761365	Cell Painting	non_spherized	all_data
isoconazole	5	10 uM	0.0	0.7213960843982596	Cell Painting	non_spherized	all_data
isofloxythepin	5	10 uM	0.673	0.0042764488365084	Cell Painting	non_spherized	all_data
isosorbide	5	10 uM	0.677	0.0016225508521109	Cell Painting	non_spherized	all_data
isradipine	5	10 uM	0.675	0.0023703977275585	Cell Painting	non_spherized	all_data
istaroxime	5	10 uM	0.628	0.0164380476674352	Cell Painting	non_spherized	all_data
itopride	5	10 uM	0.552	0.0409668244537499	Cell Painting	non_spherized	all_data
ivabradine	5	10 uM	0.663	0.0063121003984577	Cell Painting	non_spherized	all_data
ivacaftor	5	10 uM	0.0	0.6458312249880674	Cell Painting	non_spherized	all_data
ivermectin	5	10 uM	0.0	0.5848972983200649	Cell Painting	non_spherized	all_data
ixabepilone	5	10 uM	0.526	0.0477355458996931	Cell Painting	non_spherized	all_data
josamycin	5	10 uM	0.645	0.0114034866971486	Cell Painting	non_spherized	all_data
kakonein	5	10 uM	0.031	0.3276945982730033	Cell Painting	non_spherized	all_data
kbg	4	10 uM	0.229	0.1513228573439157	Cell Painting	non_spherized	all_data
kd-023	5	10 uM	0.0	0.8114389738657508	Cell Painting	non_spherized	all_data
kd025	5	10 uM	0.0	0.607643128420895	Cell Painting	non_spherized	all_data
ketoconazole	5	10 uM	0.442	0.0691886694180599	Cell Painting	non_spherized	all_data
ketoprofen	5	10 uM	0.186	0.1825300287461038	Cell Painting	non_spherized	all_data
ketorolac	2	10 uM	0.577	-0.0012809756443225	Cell Painting	non_spherized	all_data
ketotifen	5	10 uM	0.679	0.0005263104045726	Cell Painting	non_spherized	all_data
kpt-330	5	10 uM	0.5	0.0550477306651531	Cell Painting	non_spherized	all_data
kw-2449	5	10 uM	0.682	-0.0003734775666992	Cell Painting	non_spherized	all_data
kw-2478	2	10 uM	0.534	0.0246102274690243	Cell Painting	non_spherized	all_data
kx2-391	5	10 uM	0.0	0.7982032135378714	Cell Painting	non_spherized	all_data
l-citrulline	5	10 uM	0.134	0.2120148458405844	Cell Painting	non_spherized	all_data
l-ergothioneine	5	10 uM	0.589	0.0308854698592539	Cell Painting	non_spherized	all_data
l-name	5	10 uM	0.679	-1.7834421761927567e-05	Cell Painting	non_spherized	all_data
labetalol	5	10 uM	0.639	0.0133218912062231	Cell Painting	non_spherized	all_data
lacitol	5	10 uM	0.702	-0.005831105470939	Cell Painting	non_spherized	all_data
lacosamide	5	10 uM	0.0	0.9989526584966452	Cell Painting	non_spherized	all_data
lafutidine	5	10 uM	0.624	0.0179086605572275	Cell Painting	non_spherized	all_data
lamivudine	4	10 uM	0.613	0.0054044683746355	Cell Painting	non_spherized	all_data
lamotrigine	5	10 uM	0.677	0.0014288691702644	Cell Painting	non_spherized	all_data
lapatinib	5	10 uM	0.685	-0.0009650728350696	Cell Painting	non_spherized	all_data
lasalocid	4	10 uM	0.0	0.9027905552572216	Cell Painting	non_spherized	all_data
latanoprost	5	10 uM	0.094	0.2505073382786308	Cell Painting	non_spherized	all_data
lcl-161	5	10 uM	0.163	0.1985982832747865	Cell Painting	non_spherized	all_data
ledipasvir	5	10 uM	0.612	0.0215908715571251	Cell Painting	non_spherized	all_data
leflunomide	5	10 uM	0.668	0.0055999834738359	Cell Painting	non_spherized	all_data
lenalidomide	5	10 uM	0.322	0.1104239413778579	Cell Painting	non_spherized	all_data
lenvatinib	2	10 uM	0.577	-0.0040709222106744	Cell Painting	non_spherized	all_data
lerisetron	5	10 uM	0.691	-0.0029229963513958	Cell Painting	non_spherized	all_data
lersivirine	4	10 uM	0.494	0.0379704638763397	Cell Painting	non_spherized	all_data
lestaurtinib	5	10 uM	0.237	0.1488835282105723	Cell Painting	non_spherized	all_data
letermovir	5	10 uM	0.681	-0.0001503759941939	Cell Painting	non_spherized	all_data
levalbuterol	5	10 uM	0.027	0.3481678279237856	Cell Painting	non_spherized	all_data
levamisole	5	10 uM	0.006	0.420010757795086	Cell Painting	non_spherized	all_data
levcromakalim	5	10 uM	0.0	0.5024576118452622	Cell Painting	non_spherized	all_data
levetiracetam	5	10 uM	0.274	0.1317974897595259	Cell Painting	non_spherized	all_data
levobunolol	5	10 uM	0.389	0.0889957161693653	Cell Painting	non_spherized	all_data
levocabastine	5	10 uM	0.122	0.2191196142258964	Cell Painting	non_spherized	all_data
levocetirizine	5	10 uM	0.675	0.0032082085323712	Cell Painting	non_spherized	all_data
levofloxacin	5	10 uM	0.677	0.0017480155572325	Cell Painting	non_spherized	all_data
levomequitazine	5	10 uM	0.58	0.0332306441940466	Cell Painting	non_spherized	all_data
levonorgestrel	5	10 uM	0.677	0.0019112107984996	Cell Painting	non_spherized	all_data
levosimendan	4	10 uM	0.1	0.2495496266801162	Cell Painting	non_spherized	all_data
levothyroxine	5	10 uM	0.675	0.0026837954170609	Cell Painting	non_spherized	all_data
lgx818	5	10 uM	0.0	0.886033052443107	Cell Painting	non_spherized	all_data
licochalcone-a	5	10 uM	0.332	0.107760077534573	Cell Painting	non_spherized	all_data
lidamidine	5	10 uM	0.679	0.0004573803146893	Cell Painting	non_spherized	all_data
lidocaine	5	10 uM	0.089	0.2613189775014528	Cell Painting	non_spherized	all_data
lidoflazine	5	10 uM	0.065	0.2821777379047449	Cell Painting	non_spherized	all_data
linezolid	5	10 uM	0.685	-0.0008841924097446	Cell Painting	non_spherized	all_data
linifanib	5	10 uM	0.0	0.6405616940078144	Cell Painting	non_spherized	all_data
linopirdine	5	10 uM	0.691	-0.0025064913922042	Cell Painting	non_spherized	all_data
linsidomine	5	10 uM	0.516	0.0517442944343723	Cell Painting	non_spherized	all_data
linsitinib	5	10 uM	0.0	0.9524375454960112	Cell Painting	non_spherized	all_data
liranaftate	5	10 uM	0.207	0.1645725151061018	Cell Painting	non_spherized	all_data
lisinopril	5	10 uM	0.661	0.0078449771760337	Cell Painting	non_spherized	all_data
lisofylline	5	10 uM	0.677	0.0017025116206608	Cell Painting	non_spherized	all_data
lobenzarit	5	10 uM	0.629	0.0156326715731615	Cell Painting	non_spherized	all_data
lodoxamide	5	10 uM	0.703	-0.0060923640931855	Cell Painting	non_spherized	all_data
lofexidine	4	10 uM	0.136	0.2201034488232323	Cell Painting	non_spherized	all_data
lomeguatrib	5	10 uM	0.681	-0.0001555374084757	Cell Painting	non_spherized	all_data
lomerizine	5	10 uM	0.024	0.3635309955649312	Cell Painting	non_spherized	all_data
lomitapide	5	10 uM	0.663	0.0065118618879045	Cell Painting	non_spherized	all_data
lonafarnib	5	10 uM	0.677	0.0018472868104949	Cell Painting	non_spherized	all_data
lonidamine	5	10 uM	0.689	-0.0016299538922058	Cell Painting	non_spherized	all_data
loperamide	5	10 uM	0.134	0.2119898545195144	Cell Painting	non_spherized	all_data
lopinavir	5	10 uM	0.0	0.5333275969050973	Cell Painting	non_spherized	all_data
loratadine	5	10 uM	0.05	0.2996852219409003	Cell Painting	non_spherized	all_data
lorazepam	5	10 uM	0.308	0.1159736800386957	Cell Painting	non_spherized	all_data
lorcaserin	5	10 uM	0.663	0.0068585010990202	Cell Painting	non_spherized	all_data
lorglumide	5	10 uM	0.677	0.0013397214534379	Cell Painting	non_spherized	all_data
losmapimod	5	10 uM	0.0	0.5176335552589779	Cell Painting	non_spherized	all_data
loxoprofen	2	10 uM	0.576	-0.0010414271993807	Cell Painting	non_spherized	all_data
lucitanib	5	10 uM	0.625	0.0176739378464668	Cell Painting	non_spherized	all_data
luliconazole	5	10 uM	0.675	0.0028637355185863	Cell Painting	non_spherized	all_data
lupanine	5	10 uM	0.677	0.0013229238202623	Cell Painting	non_spherized	all_data
lurasidone	5	10 uM	0.557	0.0393578623342008	Cell Painting	non_spherized	all_data
lx1031	5	10 uM	0.606	0.0230240464106874	Cell Painting	non_spherized	all_data
ly215490	5	10 uM	0.0	0.5845211777379533	Cell Painting	non_spherized	all_data
ly2228820	5	10 uM	0.684	-0.0008081684712083	Cell Painting	non_spherized	all_data
ly2334737	5	10 uM	0.0	0.7759901861051757	Cell Painting	non_spherized	all_data
ly2784544	5	10 uM	0.675	0.0029824689875862	Cell Painting	non_spherized	all_data
ly2811376	5	10 uM	0.677	0.0013341336687993	Cell Painting	non_spherized	all_data
ly2874455	5	10 uM	0.0	0.6194551830154784	Cell Painting	non_spherized	all_data
ly2886721	5	10 uM	0.612	0.0216235084173298	Cell Painting	non_spherized	all_data
macitentan	5	10 uM	0.036	0.3191601344057	Cell Painting	non_spherized	all_data
malotilate	5	10 uM	0.327	0.1091987063701206	Cell Painting	non_spherized	all_data
manumycin-a	5	10 uM	0.0	0.6342221055129904	Cell Painting	non_spherized	all_data
maprotiline	5	10 uM	0.679	0.0003958121705079	Cell Painting	non_spherized	all_data
maraviroc	5	10 uM	0.679	0.0002193826462789	Cell Painting	non_spherized	all_data
maribavir	5	10 uM	0.525	0.0480723256946391	Cell Painting	non_spherized	all_data
marimastat	5	10 uM	0.66	0.008190505014009	Cell Painting	non_spherized	all_data
masitinib	5	10 uM	0.63	0.0153621093231152	Cell Painting	non_spherized	all_data
masoprocol	5	10 uM	0.465	0.0635350723779616	Cell Painting	non_spherized	all_data
maxacalcitol	5	10 uM	0.677	0.0010210839948844	Cell Painting	non_spherized	all_data
mazindol	5	10 uM	0.63	0.0155407916111408	Cell Painting	non_spherized	all_data
mbx-2982	5	10 uM	0.675	0.0035962552536084	Cell Painting	non_spherized	all_data
mcpp	5	10 uM	0.009	0.407652215845694	Cell Painting	non_spherized	all_data
mebendazole	5	10 uM	0.0	0.5562621940118873	Cell Painting	non_spherized	all_data
mecamylamine	5	10 uM	0.685	-0.0009571408540972	Cell Painting	non_spherized	all_data
meclofenamic-acid	5	10 uM	0.0	0.5478894999728539	Cell Painting	non_spherized	all_data
meclozine	5	10 uM	0.016	0.380975088345326	Cell Painting	non_spherized	all_data
medroxyprogesterone-acetate	5	10 uM	0.274	0.1319955597340362	Cell Painting	non_spherized	all_data
medrysone	5	10 uM	0.675	0.0032526111817103	Cell Painting	non_spherized	all_data
meglitinide	5	10 uM	0.686	-0.001201836185693	Cell Painting	non_spherized	all_data
meisoindigo	5	10 uM	0.593	0.0292243928145108	Cell Painting	non_spherized	all_data
mek162	5	10 uM	0.0	0.4988204189550968	Cell Painting	non_spherized	all_data
melatonin	5	10 uM	0.166	0.195440798650077	Cell Painting	non_spherized	all_data
meloxicam	5	10 uM	0.69	-0.0021214776045574	Cell Painting	non_spherized	all_data
melperone	5	10 uM	0.682	-0.0004252094077115	Cell Painting	non_spherized	all_data
menadione	5	10 uM	0.623	0.0183926442460976	Cell Painting	non_spherized	all_data
mepacrine	5	10 uM	0.0	0.9505563556806575	Cell Painting	non_spherized	all_data
mepazine	5	10 uM	0.681	-0.000252794931142	Cell Painting	non_spherized	all_data
mephentermine	5	10 uM	0.679	5.603546714399886e-05	Cell Painting	non_spherized	all_data
mepivacaine	4	10 uM	0.546	0.0243960407617274	Cell Painting	non_spherized	all_data
mepyramine	5	10 uM	0.707	-0.009870998384997	Cell Painting	non_spherized	all_data
merbarone	5	10 uM	0.0	0.9724063734015622	Cell Painting	non_spherized	all_data
mericitabine	5	10 uM	0.0	0.8587645657528638	Cell Painting	non_spherized	all_data
merimepodib	5	10 uM	0.0	0.6679037985971672	Cell Painting	non_spherized	all_data
mestranol	5	10 uM	0.663	0.0062713541950999	Cell Painting	non_spherized	all_data
mesulergine	5	10 uM	0.677	0.0021660388392571	Cell Painting	non_spherized	all_data
metamizole	5	10 uM	0.679	0.0005612113396954	Cell Painting	non_spherized	all_data
metatinib	5	10 uM	0.677	0.0018548870540524	Cell Painting	non_spherized	all_data
metenkephalin	5	10 uM	0.677	0.0012879762578047	Cell Painting	non_spherized	all_data
metergoline	5	10 uM	0.648	0.0110172435177809	Cell Painting	non_spherized	all_data
metformin	5	10 uM	0.686	-0.0013124168053572	Cell Painting	non_spherized	all_data
methazolamide	5	10 uM	0.494	0.0568570834153356	Cell Painting	non_spherized	all_data
methimazole	5	10 uM	0.684	-0.0007205726571822	Cell Painting	non_spherized	all_data
methiopril	5	10 uM	0.679	2.5602039437887096e-05	Cell Painting	non_spherized	all_data
methocarbamol	5	10 uM	0.679	1.6387149990963745e-07	Cell Painting	non_spherized	all_data
methoxsalen	5	10 uM	0.677	0.0018861358214509	Cell Painting	non_spherized	all_data
methyldopa	5	10 uM	0.675	0.0037097639729547	Cell Painting	non_spherized	all_data
methylnaltrexone	5	10 uM	0.412	0.0811096854409271	Cell Painting	non_spherized	all_data
methylprednisolone	5	10 uM	0.006	0.4233458548615575	Cell Painting	non_spherized	all_data
metixene	5	10 uM	0.677	0.001436097831762	Cell Painting	non_spherized	all_data
metoclopramide	5	10 uM	0.415	0.0786031135639975	Cell Painting	non_spherized	all_data
metolazone	5	10 uM	0.677	0.0009986907488027	Cell Painting	non_spherized	all_data
metoprolol	5	10 uM	0.651	0.0098331802768193	Cell Painting	non_spherized	all_data
mf-101	5	10 uM	0.0	0.6116861732099403	Cell Painting	non_spherized	all_data
mianserin	5	10 uM	0.203	0.1698331479796751	Cell Painting	non_spherized	all_data
mibampator	2	10 uM	0.574	0.0025288928310703	Cell Painting	non_spherized	all_data
mibefradil	5	10 uM	0.645	0.0116125644530872	Cell Painting	non_spherized	all_data
miconazole	5	10 uM	0.0	0.8276381359977547	Cell Painting	non_spherized	all_data
midodrine	5	10 uM	0.69	-0.0018783263876118	Cell Painting	non_spherized	all_data
midostaurin	5	10 uM	0.0	0.9390349843711304	Cell Painting	non_spherized	all_data
mifobate	5	10 uM	0.704	-0.0068761947027237	Cell Painting	non_spherized	all_data
miglitol	5	10 uM	0.673	0.0040359316401573	Cell Painting	non_spherized	all_data
milacemide	5	10 uM	0.681	-0.0001658078829871	Cell Painting	non_spherized	all_data
milnacipran	5	10 uM	0.168	0.1934148906800044	Cell Painting	non_spherized	all_data
milrinone	5	10 uM	0.7	-0.0051337102073378	Cell Painting	non_spherized	all_data
minaprine	4	10 uM	0.494	0.0372345029608763	Cell Painting	non_spherized	all_data
minoxidil	5	10 uM	0.69	-0.0022744944208684	Cell Painting	non_spherized	all_data
mirodenafil	5	10 uM	0.677	0.0008878697398607	Cell Painting	non_spherized	all_data
mirtazapine	5	10 uM	0.279	0.1285377155710765	Cell Painting	non_spherized	all_data
mitomycin-c	5	10 uM	0.0	0.6610688176832247	Cell Painting	non_spherized	all_data
mk-0752	5	10 uM	0.686	-0.0013440860214991	Cell Painting	non_spherized	all_data
mk-0773	2	10 uM	0.572	0.0033496428830949	Cell Painting	non_spherized	all_data
mk-0812	5	10 uM	0.388	0.0894168257796719	Cell Painting	non_spherized	all_data
mk-0893	5	10 uM	0.004	0.4442791701207335	Cell Painting	non_spherized	all_data
mk-2461	5	10 uM	0.198	0.1731379523042976	Cell Painting	non_spherized	all_data
mk-3207	5	10 uM	0.561	0.038414128120132	Cell Painting	non_spherized	all_data
mk-8033	5	10 uM	0.485	0.0584944868457031	Cell Painting	non_spherized	all_data
mk-8245	5	10 uM	0.686	-0.0013440860215053	Cell Painting	non_spherized	all_data
mln0128	5	10 uM	0.0	0.6156900042770712	Cell Painting	non_spherized	all_data
mln2480	2	10 uM	0.574	0.0018994209663598	Cell Painting	non_spherized	all_data
mln9708	5	10 uM	0.0	0.7996527792924788	Cell Painting	non_spherized	all_data
moclobemide	5	10 uM	0.682	-0.0004247125060085	Cell Painting	non_spherized	all_data
molindone	5	10 uM	0.701	-0.0052387597247599	Cell Painting	non_spherized	all_data
molsidomine	5	10 uM	0.012	0.4008043518508258	Cell Painting	non_spherized	all_data
moxidectin	5	10 uM	0.0	0.5165136837502764	Cell Painting	non_spherized	all_data
moxifloxacin	5	10 uM	0.496	0.0560949416906983	Cell Painting	non_spherized	all_data
moxisylyte	5	10 uM	0.701	-0.0055079251450037	Cell Painting	non_spherized	all_data
mozavaptan	5	10 uM	0.675	0.0026011172982808	Cell Painting	non_spherized	all_data
mycophenolate-mofetil	5	10 uM	0.0	0.7788124471625983	Cell Painting	non_spherized	all_data
mycophenolic-acid	5	10 uM	0.0	0.758338852752458	Cell Painting	non_spherized	all_data
n6022	5	10 uM	0.69	-0.0022422568552765	Cell Painting	non_spherized	all_data
nafamostat	5	10 uM	0.69	-0.0020978278329543	Cell Painting	non_spherized	all_data
naftidrofuryl	5	10 uM	0.663	0.0062574749204197	Cell Painting	non_spherized	all_data
naftopidil	4	10 uM	0.165	0.2002941510375616	Cell Painting	non_spherized	all_data
nalbuphine	5	10 uM	0.606	0.02304658507446	Cell Painting	non_spherized	all_data
naphazoline	5	10 uM	0.673	0.0045508226166801	Cell Painting	non_spherized	all_data
naproxen	5	10 uM	0.065	0.2819809948801862	Cell Painting	non_spherized	all_data
naringenin	5	10 uM	0.675	0.0035162143578318	Cell Painting	non_spherized	all_data
narlaprevir	5	10 uM	0.677	0.0012465457386243	Cell Painting	non_spherized	all_data
nateglinide	2	10 uM	0.553	0.0163581157572971	Cell Painting	non_spherized	all_data
navitoclax	5	10 uM	0.056	0.2938726718442326	Cell Painting	non_spherized	all_data
nebivolol	5	10 uM	0.673	0.0038346517026216	Cell Painting	non_spherized	all_data
nefiracetam	5	10 uM	0.662	0.0072849018511916	Cell Painting	non_spherized	all_data
nefopam	5	10 uM	0.569	0.0352254327806941	Cell Painting	non_spherized	all_data
nelarabine	5	10 uM	0.0	0.7486509023104274	Cell Painting	non_spherized	all_data
nemonapride	5	10 uM	0.675	0.0023234375199067	Cell Painting	non_spherized	all_data
nepafenac	5	10 uM	0.114	0.2240134411298627	Cell Painting	non_spherized	all_data
neratinib	5	10 uM	0.0	0.6676420455010353	Cell Painting	non_spherized	all_data
nesbuvir	5	10 uM	0.675	0.0034747788128695	Cell Painting	non_spherized	all_data
netupitant	5	10 uM	0.003	0.4665445419843422	Cell Painting	non_spherized	all_data
nevirapine	5	10 uM	0.005	0.4303173565808597	Cell Painting	non_spherized	all_data
niacin	5	10 uM	0.383	0.0906825767834217	Cell Painting	non_spherized	all_data
nicaraven	5	10 uM	0.679	0.0001698818405996	Cell Painting	non_spherized	all_data
nicardipine	5	10 uM	0.675	0.0028543048429492	Cell Painting	non_spherized	all_data
nicergoline	5	10 uM	0.677	0.0018306640320803	Cell Painting	non_spherized	all_data
nicotinamide	5	10 uM	0.677	0.0013915691811124	Cell Painting	non_spherized	all_data
nicotine	5	10 uM	0.679	-8.933661025916436e-06	Cell Painting	non_spherized	all_data
niguldipine	5	10 uM	0.69	-0.0019317260124952	Cell Painting	non_spherized	all_data
nikethamide	5	10 uM	0.668	0.005649385801515	Cell Painting	non_spherized	all_data
nilotinib	5	10 uM	0.0	0.5492449788290811	Cell Painting	non_spherized	all_data
nimesulide	5	10 uM	0.601	0.0259010409881724	Cell Painting	non_spherized	all_data
nimodipine	5	10 uM	0.391	0.0882212467242527	Cell Painting	non_spherized	all_data
nintedanib	5	10 uM	0.429	0.0755018653907581	Cell Painting	non_spherized	all_data
nisoxetine	5	10 uM	0.677	0.0016221126501427	Cell Painting	non_spherized	all_data
nitrendipine	5	10 uM	0.527	0.0471504873293043	Cell Painting	non_spherized	all_data
nizofenone	5	10 uM	0.281	0.1271707270930519	Cell Painting	non_spherized	all_data
nms-1286937	5	10 uM	0.0	0.7145266906895191	Cell Painting	non_spherized	all_data
norethindrone	5	10 uM	0.652	0.0095753736734058	Cell Painting	non_spherized	all_data
norethisterone	5	10 uM	0.685	-0.0010628850544387	Cell Painting	non_spherized	all_data
