compound	no_of_replicates	dose	p_value	matching_score	assay	normalization	category
vt-464	5	0.37 uM	0.343	0.0095225230657712	Cell Painting	spherized	all_data
vtp-27999	5	0.37 uM	0.019	0.0403032595161726	Cell Painting	spherized	all_data
vx-222	5	0.37 uM	0.011	0.0438197023735024	Cell Painting	spherized	all_data
vx-661	5	0.37 uM	0.011	0.0436077560481059	Cell Painting	spherized	all_data
vx-765	5	0.37 uM	0.036	0.0325358259074811	Cell Painting	spherized	all_data
vx-809	5	0.37 uM	0.003	0.050895641643274	Cell Painting	spherized	all_data
xaliproden	5	0.37 uM	0.051	0.029663007635217	Cell Painting	spherized	all_data
xbd173	5	0.37 uM	0.003	0.05308526718509	Cell Painting	spherized	all_data
yohimbine	5	0.37 uM	0.443	0.0051783252373462	Cell Painting	spherized	all_data
z160	5	0.37 uM	0.015	0.0413485433387442	Cell Painting	spherized	all_data
zafirlukast	5	0.37 uM	0.028	0.035005911664923	Cell Painting	spherized	all_data
zalcitabine	5	0.37 uM	0.011	0.0438628540675622	Cell Painting	spherized	all_data
zaldaride	5	0.37 uM	0.0	0.1145573649276605	Cell Painting	spherized	all_data
zaleplon	5	0.37 uM	0.002	0.0562244439999763	Cell Painting	spherized	all_data
zaprinast	5	0.37 uM	0.005	0.0471911955662636	Cell Painting	spherized	all_data
zd-7114	5	0.37 uM	0.001	0.06371966438323	Cell Painting	spherized	all_data
zidovudine	5	0.37 uM	0.0	0.6433287966367267	Cell Painting	spherized	all_data
ziprasidone	5	0.37 uM	0.002	0.0605768555324483	Cell Painting	spherized	all_data
zk-200775	5	0.37 uM	0.0	0.071380084701503	Cell Painting	spherized	all_data
zk811752	5	0.37 uM	0.0	0.1694500339209111	Cell Painting	spherized	all_data
zofenopril-calcium	5	0.37 uM	0.0	0.0776295818634473	Cell Painting	spherized	all_data
zonisamide	5	0.37 uM	0.002	0.0579337522358964	Cell Painting	spherized	all_data
zosuquidar	5	0.37 uM	0.0	0.100599281193369	Cell Painting	spherized	all_data
17-hydroxyprogesterone-caproate	5	1.11 uM	0.0	0.0941995515640564	Cell Painting	spherized	all_data
2-iminobiotin	5	1.11 uM	0.244	0.0144998076997481	Cell Painting	spherized	all_data
3-amino-benzamide	5	1.11 uM	0.001	0.0598999992349111	Cell Painting	spherized	all_data
3-deazaadenosine	5	1.11 uM	0.21	0.016249721293093	Cell Painting	spherized	all_data
abacavir	5	1.11 uM	0.038	0.0343478048956594	Cell Painting	spherized	all_data
abiraterone-acetate	5	1.11 uM	0.0	0.1069460734307077	Cell Painting	spherized	all_data
abt-202	5	1.11 uM	0.022	0.0400609860584851	Cell Painting	spherized	all_data
abt-239	5	1.11 uM	0.001	0.057876620818878	Cell Painting	spherized	all_data
abt-724	5	1.11 uM	0.126	0.0223311140149691	Cell Painting	spherized	all_data
acarbose	4	1.11 uM	0.619	-0.0040109275640672	Cell Painting	spherized	all_data
acebutolol	5	1.11 uM	0.053	0.0311554571029207	Cell Painting	spherized	all_data
acecainide	5	1.11 uM	0.153	0.0200283555107465	Cell Painting	spherized	all_data
acenocoumarol	5	1.11 uM	0.051	0.0323522855521156	Cell Painting	spherized	all_data
acetazolamide	2	1.11 uM	0.001	0.2666254105798686	Cell Painting	spherized	all_data
acetylcysteine	5	1.11 uM	0.011	0.0451923693352494	Cell Painting	spherized	all_data
acexamic-acid	5	1.11 uM	0.0	0.2689511077311721	Cell Painting	spherized	all_data
acifran	5	1.11 uM	0.009	0.0499217524792287	Cell Painting	spherized	all_data
acipimox	5	1.11 uM	0.0	0.0677243042254066	Cell Painting	spherized	all_data
acivicin	5	1.11 uM	0.0	0.7196223854190456	Cell Painting	spherized	all_data
actarit	5	1.11 uM	0.005	0.0555003774820539	Cell Painting	spherized	all_data
acy-1215	5	1.11 uM	0.0	0.2554221839857333	Cell Painting	spherized	all_data
adapalene	5	1.11 uM	0.0	0.2375635226071076	Cell Painting	spherized	all_data
adatanserin	5	1.11 uM	0.0	0.0636166442567847	Cell Painting	spherized	all_data
adenosine	4	1.11 uM	0.035	0.0417169897391413	Cell Painting	spherized	all_data
adoprazine	5	1.11 uM	0.0	0.0927575238074932	Cell Painting	spherized	all_data
afatinib	5	1.11 uM	0.0	0.2944548178432254	Cell Painting	spherized	all_data
afloqualone	5	1.11 uM	0.006	0.0546417296944749	Cell Painting	spherized	all_data
agi-5198	5	1.11 uM	0.221	0.0158737561457945	Cell Painting	spherized	all_data
agi-6780	5	1.11 uM	0.038	0.034945288640538	Cell Painting	spherized	all_data
agomelatine	5	1.11 uM	0.0	0.088866767770719	Cell Painting	spherized	all_data
agp-103	5	1.11 uM	0.373	0.0082155681252538	Cell Painting	spherized	all_data
alaproclate	5	1.11 uM	0.0	0.074229924261731	Cell Painting	spherized	all_data
alisertib	5	1.11 uM	0.0	0.7609565706104218	Cell Painting	spherized	all_data
aliskiren	5	1.11 uM	0.093	0.0254401471189463	Cell Painting	spherized	all_data
alizapride	4	1.11 uM	0.256	0.014874932512703	Cell Painting	spherized	all_data
allopurinol	5	1.11 uM	0.051	0.0324343905235975	Cell Painting	spherized	all_data
almitrine	5	1.11 uM	0.0	0.2677107290538202	Cell Painting	spherized	all_data
almorexant	5	1.11 uM	0.019	0.0405951247562855	Cell Painting	spherized	all_data
altanserin	4	1.11 uM	0.031	0.0427057462901509	Cell Painting	spherized	all_data
altrenogest	5	1.11 uM	0.0	0.2498023773849485	Cell Painting	spherized	all_data
altretamine	5	1.11 uM	0.005	0.054982320573912	Cell Painting	spherized	all_data
alvocidib	5	1.11 uM	0.0	0.6201083435738699	Cell Painting	spherized	all_data
am-24	5	1.11 uM	0.016	0.0422734132425241	Cell Painting	spherized	all_data
amantadine	5	1.11 uM	0.0	0.0851123986886147	Cell Painting	spherized	all_data
ambrisentan	2	1.11 uM	0.811	-0.0356304953806151	Cell Painting	spherized	all_data
ambroxol	5	1.11 uM	0.01	0.0486762784768744	Cell Painting	spherized	all_data
amd11070	2	1.11 uM	0.33	0.0197450819348092	Cell Painting	spherized	all_data
amg-208	5	1.11 uM	0.104	0.0246187892108048	Cell Painting	spherized	all_data
amg-232	5	1.11 uM	0.0	0.6277764146551987	Cell Painting	spherized	all_data
amiloride	5	1.11 uM	0.873	-0.0135742531124098	Cell Painting	spherized	all_data
aminocaproic-acid	5	1.11 uM	0.071	0.0285305753113928	Cell Painting	spherized	all_data
aminoglutethimide	5	1.11 uM	0.0	0.0633849802592986	Cell Painting	spherized	all_data
aminolevulinic-acid	5	1.11 uM	0.01	0.048666364279342	Cell Painting	spherized	all_data
aminosalicylic-acid	5	1.11 uM	0.156	0.0197598445258937	Cell Painting	spherized	all_data
amiodarone	5	1.11 uM	0.0	0.159706283046331	Cell Painting	spherized	all_data
amiprilose	5	1.11 uM	0.121	0.0227864774130143	Cell Painting	spherized	all_data
amitifadine	5	1.11 uM	0.21	0.0162352276304042	Cell Painting	spherized	all_data
amlexanox	5	1.11 uM	0.058	0.0299043073324164	Cell Painting	spherized	all_data
amlodipine	5	1.11 uM	0.331	0.0101074723980305	Cell Painting	spherized	all_data
ammonium-glycyrrhizinate	5	1.11 uM	0.0	0.0741356181267866	Cell Painting	spherized	all_data
amonafide	5	1.11 uM	0.0	0.2857355221264543	Cell Painting	spherized	all_data
amoxapine	4	1.11 uM	0.035	0.0416026537606916	Cell Painting	spherized	all_data
amrinone	5	1.11 uM	0.01	0.0478739195598505	Cell Painting	spherized	all_data
amsacrine	5	1.11 uM	0.0	0.6918800739515911	Cell Painting	spherized	all_data
amtolmetin-guacil	5	1.11 uM	0.433	0.005647421529871	Cell Painting	spherized	all_data
amuvatinib	5	1.11 uM	0.0	0.3940037855953163	Cell Painting	spherized	all_data
anamorelin	4	1.11 uM	0.056	0.035343502981775	Cell Painting	spherized	all_data
anandamide	2	1.11 uM	0.191	0.0379576011489847	Cell Painting	spherized	all_data
andrographolide	5	1.11 uM	0.0	0.06613034403523	Cell Painting	spherized	all_data
anecortave-acetate	5	1.11 uM	0.0	0.0682269278840305	Cell Painting	spherized	all_data
anidulafungin	5	1.11 uM	0.012	0.0441850073467563	Cell Painting	spherized	all_data
aniracetam	5	1.11 uM	0.02	0.040415099247194	Cell Painting	spherized	all_data
anisodamine	5	1.11 uM	0.0	0.0830502641645515	Cell Painting	spherized	all_data
ap26113	5	1.11 uM	0.0	0.4256355921837657	Cell Painting	spherized	all_data
apafant	5	1.11 uM	0.011	0.0459564089777005	Cell Painting	spherized	all_data
apd668	5	1.11 uM	0.0	0.0694131544215248	Cell Painting	spherized	all_data
aphidicolin	5	1.11 uM	0.0	0.7842831113994033	Cell Painting	spherized	all_data
api-001	5	1.11 uM	0.023	0.0396687406200379	Cell Painting	spherized	all_data
apremilast	5	1.11 uM	0.119	0.0228616487717683	Cell Painting	spherized	all_data
aprepitant	5	1.11 uM	0.0	0.065350224504049	Cell Painting	spherized	all_data
arbutin	5	1.11 uM	0.0	0.0702074652830742	Cell Painting	spherized	all_data
argatroban	5	1.11 uM	0.062	0.0296510715657265	Cell Painting	spherized	all_data
arglabin	5	1.11 uM	0.622	-0.0018686089390126	Cell Painting	spherized	all_data
aripiprazole	5	1.11 uM	0.0	0.2091622281411864	Cell Painting	spherized	all_data
arofylline	5	1.11 uM	0.063	0.0294747032573361	Cell Painting	spherized	all_data
arry-334543	5	1.11 uM	0.0	0.1652765501402309	Cell Painting	spherized	all_data
artesunate	5	1.11 uM	0.0	0.2684812952866636	Cell Painting	spherized	all_data
asa-404	5	1.11 uM	0.0	0.0752636270373248	Cell Painting	spherized	all_data
asenapine	5	1.11 uM	0.0	0.2692010938914461	Cell Painting	spherized	all_data
aspirin	5	1.11 uM	0.011	0.0463096590168496	Cell Painting	spherized	all_data
at13387	5	1.11 uM	0.0	0.6947069066389742	Cell Painting	spherized	all_data
ataluren	5	1.11 uM	0.049	0.0327140456236668	Cell Painting	spherized	all_data
atenolol	5	1.11 uM	0.0	0.0715844008713102	Cell Painting	spherized	all_data
atipamezole	2	1.11 uM	0.754	-0.0270694393076225	Cell Painting	spherized	all_data
atn-161	4	1.11 uM	0.056	0.0351641072852393	Cell Painting	spherized	all_data
atomoxetine	5	1.11 uM	0.012	0.0449157868541554	Cell Painting	spherized	all_data
atorvastatin	5	1.11 uM	0.048	0.032834282564221	Cell Painting	spherized	all_data
atracurium	5	1.11 uM	0.001	0.0598319971594854	Cell Painting	spherized	all_data
atrasentan	5	1.11 uM	0.041	0.0338577275706882	Cell Painting	spherized	all_data
av-608	5	1.11 uM	0.0	0.0997926156279091	Cell Painting	spherized	all_data
avagacestat	5	1.11 uM	0.0	0.1707868426876589	Cell Painting	spherized	all_data
avanafil	5	1.11 uM	0.0	0.0641170610991173	Cell Painting	spherized	all_data
avasimibe	5	1.11 uM	0.0	0.1330593014047549	Cell Painting	spherized	all_data
azacitidine	5	1.11 uM	0.0	0.5353897174744103	Cell Painting	spherized	all_data
azathioprine	5	1.11 uM	0.0	0.0974166201450809	Cell Painting	spherized	all_data
azd1208	5	1.11 uM	0.0	0.1632484482951706	Cell Painting	spherized	all_data
azd1480	5	1.11 uM	0.0	0.0727792119291156	Cell Painting	spherized	all_data
azd1981	5	1.11 uM	0.0	0.0786544816942332	Cell Painting	spherized	all_data
azd2014	5	1.11 uM	0.0	0.5992531551658108	Cell Painting	spherized	all_data
azd3514	5	1.11 uM	0.0	0.0862235684454118	Cell Painting	spherized	all_data
azd4547	5	1.11 uM	0.0	0.0936307064144758	Cell Painting	spherized	all_data
azd5363	5	1.11 uM	0.0	0.2457988700132148	Cell Painting	spherized	all_data
azd7545	5	1.11 uM	0.055	0.0307586996409074	Cell Painting	spherized	all_data
azd7687	5	1.11 uM	0.0	0.0765847676171398	Cell Painting	spherized	all_data
azd8931	5	1.11 uM	0.0	0.3097420660493541	Cell Painting	spherized	all_data
azd9668	5	1.11 uM	0.337	0.0098793136500912	Cell Painting	spherized	all_data
azelaic-acid	5	1.11 uM	0.204	0.0164301187932549	Cell Painting	spherized	all_data
azelastine	5	1.11 uM	0.068	0.028812748395571	Cell Painting	spherized	all_data
balaglitazone	4	1.11 uM	0.094	0.0291054480659285	Cell Painting	spherized	all_data
balapiravir	5	1.11 uM	0.0	0.1268304333512092	Cell Painting	spherized	all_data
balsalazide	2	1.11 uM	0.368	0.015107167804339	Cell Painting	spherized	all_data
bambuterol	5	1.11 uM	0.0	0.1040001726028005	Cell Painting	spherized	all_data
bardoxolone-methyl	5	1.11 uM	0.0	0.8314678341617188	Cell Painting	spherized	all_data
basimglurant	5	1.11 uM	0.011	0.0458942144407763	Cell Painting	spherized	all_data
bavisant	5	1.11 uM	0.06	0.0297940648295422	Cell Painting	spherized	all_data
bay-87-2243	5	1.11 uM	0.0	0.3029717341698591	Cell Painting	spherized	all_data
bazedoxifene	5	1.11 uM	0.0	0.0647818730464819	Cell Painting	spherized	all_data
bci-540	5	1.11 uM	0.127	0.0221381520715319	Cell Painting	spherized	all_data
beclomethasone-dipropionate	5	1.11 uM	0.0	0.4945746974068672	Cell Painting	spherized	all_data
belinostat	5	1.11 uM	0.0	0.5586976044202149	Cell Painting	spherized	all_data
bemegride	5	1.11 uM	0.016	0.0431560519657658	Cell Painting	spherized	all_data
benazepril	5	1.11 uM	0.074	0.0276565579810311	Cell Painting	spherized	all_data
bendamustine	5	1.11 uM	0.0	0.1235122651106187	Cell Painting	spherized	all_data
bendroflumethiazide	5	1.11 uM	0.007	0.0520070519201243	Cell Painting	spherized	all_data
benzthiazide	5	1.11 uM	0.0	0.0699422616909276	Cell Painting	spherized	all_data
benzydamine	5	1.11 uM	0.036	0.0355138283347434	Cell Painting	spherized	all_data
benzylpenicillin	5	1.11 uM	0.0	0.0702375196291127	Cell Painting	spherized	all_data
bepotastine	5	1.11 uM	0.009	0.0501796592297441	Cell Painting	spherized	all_data
berberine	5	1.11 uM	0.0	0.1674045408378444	Cell Painting	spherized	all_data
betahistine	5	1.11 uM	0.068	0.0290446264616698	Cell Painting	spherized	all_data
betulinic-acid	2	1.11 uM	0.04	0.0806080169417429	Cell Painting	spherized	all_data
bevirimat-dimeglumine	5	1.11 uM	0.0	0.1471169482214525	Cell Painting	spherized	all_data
bezafibrate	5	1.11 uM	0.078	0.0267660216997791	Cell Painting	spherized	all_data
bicalutamide	5	1.11 uM	0.016	0.0424628745576876	Cell Painting	spherized	all_data
bifonazole	5	1.11 uM	0.001	0.0580178739055596	Cell Painting	spherized	all_data
bimatoprost	5	1.11 uM	0.002	0.0576518540779477	Cell Painting	spherized	all_data
bindarit	5	1.11 uM	0.0	0.069363740915444	Cell Painting	spherized	all_data
biperiden	4	1.11 uM	0.122	0.0252844281776187	Cell Painting	spherized	all_data
birinapant	5	1.11 uM	0.0	0.2279592999666827	Cell Painting	spherized	all_data
bisindolylmaleimide	5	1.11 uM	0.0	0.0946112569607087	Cell Painting	spherized	all_data
bisoprolol	5	1.11 uM	0.111	0.0238198381427718	Cell Painting	spherized	all_data
bitopertin	5	1.11 uM	0.0	0.0745820652659251	Cell Painting	spherized	all_data
blonanserin	5	1.11 uM	0.01	0.0475131783242137	Cell Painting	spherized	all_data
bms-599626	5	1.11 uM	0.0	0.1594821496611862	Cell Painting	spherized	all_data
bms-707035	5	1.11 uM	0.0	0.076008113081321	Cell Painting	spherized	all_data
bopindolol	5	1.11 uM	0.0	0.4870454585288037	Cell Painting	spherized	all_data
bortezomib	5	1.11 uM	0.0	0.5749525337254311	Cell Painting	spherized	all_data
bosentan	5	1.11 uM	0.006	0.054858442761233	Cell Painting	spherized	all_data
bosutinib	5	1.11 uM	0.0	0.7027882829316081	Cell Painting	spherized	all_data
brequinar	5	1.11 uM	0.0	0.7550172314056192	Cell Painting	spherized	all_data
bretazenil	5	1.11 uM	0.012	0.0440382709276067	Cell Painting	spherized	all_data
brexpiprazole	4	1.11 uM	0.119	0.0256978710302792	Cell Painting	spherized	all_data
brivanib	5	1.11 uM	0.006	0.0531462470643584	Cell Painting	spherized	all_data
brivudine	5	1.11 uM	0.0	0.066764723377311	Cell Painting	spherized	all_data
bromocriptine	5	1.11 uM	0.001	0.0584766155995699	Cell Painting	spherized	all_data
broxuridine	5	1.11 uM	0.0	0.2673739924669943	Cell Painting	spherized	all_data
bruceantin	5	1.11 uM	0.0	0.6770926638300151	Cell Painting	spherized	all_data
bts-54505	5	1.11 uM	0.487	0.0037030846358043	Cell Painting	spherized	all_data
bumetanide	5	1.11 uM	0.543	0.0014045803721802	Cell Painting	spherized	all_data
bupivacaine	4	1.11 uM	0.001	0.105989888531877	Cell Painting	spherized	all_data
bupropion	5	1.11 uM	0.01	0.0472653556943916	Cell Painting	spherized	all_data
buspirone	5	1.11 uM	0.0	0.0911401036621333	Cell Painting	spherized	all_data
butoconazole	5	1.11 uM	0.0	0.1229618524982001	Cell Painting	spherized	all_data
butorphanol-(+)-tartrate	2	1.11 uM	0.077	0.0645408351485067	Cell Painting	spherized	all_data
bvd-523	5	1.11 uM	0.0	0.1431700069461949	Cell Painting	spherized	all_data
cabazitaxel	5	1.11 uM	0.0	0.6014337539720724	Cell Painting	spherized	all_data
cabozantinib	5	1.11 uM	0.0	0.4695125479561656	Cell Painting	spherized	all_data
caffeine	4	1.11 uM	0.276	0.0136011033272703	Cell Painting	spherized	all_data
calcitriol	5	1.11 uM	0.0	0.1054234342601298	Cell Painting	spherized	all_data
camicinal	5	1.11 uM	0.0	0.0796424385771496	Cell Painting	spherized	all_data
camptothecin	2	1.11 uM	0.0	0.4605169378610935	Cell Painting	spherized	all_data
canagliflozin	5	1.11 uM	0.0	0.1010775614622211	Cell Painting	spherized	all_data
candesartan	5	1.11 uM	0.0	0.066338914570464	Cell Painting	spherized	all_data
canertinib	5	1.11 uM	0.0	0.1463735747356348	Cell Painting	spherized	all_data
canrenoic-acid	5	1.11 uM	0.053	0.0315866167976044	Cell Painting	spherized	all_data
capecitabine	5	1.11 uM	0.199	0.0169248429284903	Cell Painting	spherized	all_data
carbachol	5	1.11 uM	0.422	0.0060701846592782	Cell Painting	spherized	all_data
carbamazepine	5	1.11 uM	0.0	0.0660015767687677	Cell Painting	spherized	all_data
carbenoxolone	5	1.11 uM	0.069	0.0286355281352578	Cell Painting	spherized	all_data
carbimazole	5	1.11 uM	0.091	0.0257890884942879	Cell Painting	spherized	all_data
carglumic-acid	5	1.11 uM	0.0	0.0744706916390006	Cell Painting	spherized	all_data
cariprazine	5	1.11 uM	0.001	0.0580316184049496	Cell Painting	spherized	all_data
carisoprodol	5	1.11 uM	0.019	0.0409654400898949	Cell Painting	spherized	all_data
carprofen	5	1.11 uM	0.017	0.0420582844638987	Cell Painting	spherized	all_data
carvedilol	5	1.11 uM	0.022	0.0401191831772093	Cell Painting	spherized	all_data
cb-10-277-(free-acid)	5	1.11 uM	0.001	0.0605778842314175	Cell Painting	spherized	all_data
cc-401	5	1.11 uM	0.0	0.0671817018891664	Cell Painting	spherized	all_data
cc-930	5	1.11 uM	0.0	0.0852619017306339	Cell Painting	spherized	all_data
cediranib	5	1.11 uM	0.0	0.2380523203918163	Cell Painting	spherized	all_data
cefdinir	5	1.11 uM	0.0	0.0873513560164565	Cell Painting	spherized	all_data
cefoperazone	4	1.11 uM	0.001	0.0641128579026518	Cell Painting	spherized	all_data
cefotetan	5	1.11 uM	0.072	0.0277375927602285	Cell Painting	spherized	all_data
cefozopran	5	1.11 uM	0.0	0.0810148991440083	Cell Painting	spherized	all_data
celecoxib	4	1.11 uM	0.014	0.0516884914851336	Cell Painting	spherized	all_data
cep-37440	5	1.11 uM	0.0	0.2796116476938665	Cell Painting	spherized	all_data
cepharanthine	5	1.11 uM	0.0	0.6543489404257459	Cell Painting	spherized	all_data
cgp12177	2	1.11 uM	0.062	0.0710115337833329	Cell Painting	spherized	all_data
chlorambucil	5	1.11 uM	0.0	0.0652554659826566	Cell Painting	spherized	all_data
chlormezanone	5	1.11 uM	0.005	0.0559076185194543	Cell Painting	spherized	all_data
chloroxine	5	1.11 uM	0.041	0.0339397114289707	Cell Painting	spherized	all_data
chlorphenamine	5	1.11 uM	0.0	0.0681666919447987	Cell Painting	spherized	all_data
chlorpromazine	5	1.11 uM	0.038	0.0348412440641936	Cell Painting	spherized	all_data
chlortalidone	5	1.11 uM	0.023	0.0393063516856	Cell Painting	spherized	all_data
cholic-acid	2	1.11 uM	0.126	0.0524234983385724	Cell Painting	spherized	all_data
choline-alfoscerate	5	1.11 uM	0.006	0.0538762316806326	Cell Painting	spherized	all_data
cianidanol	5	1.11 uM	0.009	0.0507278777462343	Cell Painting	spherized	all_data
ciclesonide	5	1.11 uM	0.0	0.5368799240882417	Cell Painting	spherized	all_data
ciglitazone	5	1.11 uM	0.006	0.0526789558666777	Cell Painting	spherized	all_data
cilengitide	5	1.11 uM	0.0	0.1359146977821552	Cell Painting	spherized	all_data
cilomilast	2	1.11 uM	0.12	0.054003012056124	Cell Painting	spherized	all_data
cilostazol	5	1.11 uM	0.052	0.0321356516157508	Cell Painting	spherized	all_data
cimetidine	5	1.11 uM	0.022	0.0400673987404837	Cell Painting	spherized	all_data
cinepazide	5	1.11 uM	0.034	0.0362116604542783	Cell Painting	spherized	all_data
cinnarizine	5	1.11 uM	0.001	0.0584684498218797	Cell Painting	spherized	all_data
cinoxacin	5	1.11 uM	0.0	0.0909521207184004	Cell Painting	spherized	all_data
ciprofloxacin	5	1.11 uM	0.051	0.0324449222641361	Cell Painting	spherized	all_data
cisapride	5	1.11 uM	0.0	0.2037245923275633	Cell Painting	spherized	all_data
citalopram	5	1.11 uM	0.176	0.018579224283621	Cell Painting	spherized	all_data
cladribine	5	1.11 uM	0.0	0.6532493176711027	Cell Painting	spherized	all_data
clarithromycin	5	1.11 uM	0.611	-0.0014361647686505	Cell Painting	spherized	all_data
clenbuterol	5	1.11 uM	0.006	0.0540140445309018	Cell Painting	spherized	all_data
clinafloxacin	5	1.11 uM	0.014	0.0432278625841184	Cell Painting	spherized	all_data
clindamycin	5	1.11 uM	0.0	0.2228118469733425	Cell Painting	spherized	all_data
clinofibrate	5	1.11 uM	0.249	0.0143414319002335	Cell Painting	spherized	all_data
clioquinol	5	1.11 uM	0.007	0.051838120538827	Cell Painting	spherized	all_data
clobetasol	5	1.11 uM	0.0	0.5242035293421164	Cell Painting	spherized	all_data
clofarabine	5	1.11 uM	0.0	0.7125260831424323	Cell Painting	spherized	all_data
clofazimine	5	1.11 uM	0.0	0.1550726403317496	Cell Painting	spherized	all_data
clofoctol	4	1.11 uM	0.017	0.0503496648587347	Cell Painting	spherized	all_data
clomethiazole	5	1.11 uM	0.012	0.0448636001788995	Cell Painting	spherized	all_data
clomifene	5	1.11 uM	0.0	0.1137850576701697	Cell Painting	spherized	all_data
clonazepam	2	1.11 uM	0.336	0.0187679025401436	Cell Painting	spherized	all_data
clonidine	5	1.11 uM	0.0	0.1234342802366121	Cell Painting	spherized	all_data
clotrimazole	5	1.11 uM	0.0	0.1271830437547847	Cell Painting	spherized	all_data
co-102862	5	1.11 uM	0.0	0.0848525613688813	Cell Painting	spherized	all_data
cobimetinib	4	1.11 uM	0.0	0.3654129810149255	Cell Painting	spherized	all_data
colforsin-daproate	5	1.11 uM	0.0	0.177231502839548	Cell Painting	spherized	all_data
combretastatin-a-4	5	1.11 uM	0.0	0.7766436579505185	Cell Painting	spherized	all_data
cordycepin	5	1.11 uM	0.272	0.0131874324990273	Cell Painting	spherized	all_data
cp-945,598	5	1.11 uM	0.127	0.0222511380258467	Cell Painting	spherized	all_data
cpi-1189	5	1.11 uM	0.28	0.013011390006137	Cell Painting	spherized	all_data
cpi-613	5	1.11 uM	0.028	0.037689092264472	Cell Painting	spherized	all_data
cromoglicic-acid	5	1.11 uM	0.0	0.0691589686790485	Cell Painting	spherized	all_data
curcumin	5	1.11 uM	0.524	0.0023569431044102	Cell Painting	spherized	all_data
cx-4945	5	1.11 uM	0.0	0.1148349252139175	Cell Painting	spherized	all_data
cx-5461	5	1.11 uM	0.0	0.7329567782946615	Cell Painting	spherized	all_data
cx516	5	1.11 uM	0.422	0.006049759434396	Cell Painting	spherized	all_data
cyclobenzaprine	2	1.11 uM	0.893	-0.0506642077958816	Cell Painting	spherized	all_data
cyclosporin-a	5	1.11 uM	0.0	0.6465858454229128	Cell Painting	spherized	all_data
cyproheptadine	5	1.11 uM	0.0	0.0798748981322106	Cell Painting	spherized	all_data
cyproterone-acetate	5	1.11 uM	0.0	0.0937185796060886	Cell Painting	spherized	all_data
cytarabine	5	1.11 uM	0.005	0.055729831764307	Cell Painting	spherized	all_data
d-serine	5	1.11 uM	0.0	0.0881528613583035	Cell Painting	spherized	all_data
dabigatran-etexilate	5	1.11 uM	0.024	0.0383597791057431	Cell Painting	spherized	all_data
dabrafenib	5	1.11 uM	0.0	0.3028458495820272	Cell Painting	spherized	all_data
dacarbazine	5	1.11 uM	0.0	0.1465862017891436	Cell Painting	spherized	all_data
dacinostat	5	1.11 uM	0.0	0.593903356340794	Cell Painting	spherized	all_data
dacomitinib	5	1.11 uM	0.0	0.2238362260803681	Cell Painting	spherized	all_data
danegaptide	5	1.11 uM	0.287	0.0124170723139971	Cell Painting	spherized	all_data
dantrolene	5	1.11 uM	0.005	0.0558149148033638	Cell Painting	spherized	all_data
dapagliflozin	5	1.11 uM	0.0	0.0657354078459446	Cell Painting	spherized	all_data
dapivirine	5	1.11 uM	0.0	0.2213313399517124	Cell Painting	spherized	all_data
dapsone	5	1.11 uM	0.009	0.0504483157741203	Cell Painting	spherized	all_data
darifenacin	5	1.11 uM	0.027	0.0382345056902359	Cell Painting	spherized	all_data
darunavir	5	1.11 uM	0.325	0.0104007029316112	Cell Painting	spherized	all_data
dasabuvir	4	1.11 uM	0.037	0.0411206834304358	Cell Painting	spherized	all_data
dasatinib	5	1.11 uM	0.0	0.6944141386655105	Cell Painting	spherized	all_data
dazoxiben	5	1.11 uM	0.012	0.0440737650225301	Cell Painting	spherized	all_data
decitabine	5	1.11 uM	0.0	0.3683751545590129	Cell Painting	spherized	all_data
defactinib	2	1.11 uM	0.165	0.0427826502574319	Cell Painting	spherized	all_data
deferasirox	5	1.11 uM	0.0	0.4357998706126454	Cell Painting	spherized	all_data
deferiprone	5	1.11 uM	0.012	0.0445093492545145	Cell Painting	spherized	all_data
deforolimus	5	1.11 uM	0.0	0.5966501234743973	Cell Painting	spherized	all_data
dehydroepiandrosterone	5	1.11 uM	0.017	0.042064306174079	Cell Painting	spherized	all_data
delanzomib	5	1.11 uM	0.0	0.7702656445588836	Cell Painting	spherized	all_data
delivert	5	1.11 uM	0.138	0.0213988114560106	Cell Painting	spherized	all_data
dequalinium	5	1.11 uM	0.0	0.3575074475051035	Cell Painting	spherized	all_data
desmopressin-acetate	5	1.11 uM	0.072	0.0282239510799764	Cell Painting	spherized	all_data
dexamethasone	10	1.11 uM	0.0	0.3727754964618467	Cell Painting	spherized	all_data
dexfenfluramine	5	1.11 uM	0.24	0.0146630583338042	Cell Painting	spherized	all_data
dexniguldipine	2	1.11 uM	0.674	-0.0152058662954961	Cell Painting	spherized	all_data
dextromethorphan	5	1.11 uM	0.018	0.0414666484977746	Cell Painting	spherized	all_data
diacerein	5	1.11 uM	0.041	0.0336980596275368	Cell Painting	spherized	all_data
diazepam	5	1.11 uM	0.01	0.0478141006291777	Cell Painting	spherized	all_data
diclofenac	5	1.11 uM	0.074	0.0275000319965988	Cell Painting	spherized	all_data
diclofensine	5	1.11 uM	0.117	0.0233127067546587	Cell Painting	spherized	all_data
dicloxacillin	5	1.11 uM	0.0	0.0685796550808547	Cell Painting	spherized	all_data
dicoumarol	5	1.11 uM	0.0	0.0660572876162461	Cell Painting	spherized	all_data
dideoxyadenosine	5	1.11 uM	0.106	0.0242118924442899	Cell Painting	spherized	all_data
