compound	no_of_replicates	dose	p_value	matching_score	assay	normalization	category
cefoperazone	4	1.11 uM	0.005	0.0641128579026518	Cell Painting	spherized	subsampled
cefotetan	2	1.11 uM	0.076	0.0662573696009794	Cell Painting	spherized	subsampled
cefozopran	3	1.11 uM	0.002	0.1152596639715088	Cell Painting	spherized	subsampled
celecoxib	3	1.11 uM	0.068	0.0456297176310006	Cell Painting	spherized	subsampled
cep-37440	3	1.11 uM	0.0	0.3021806043858608	Cell Painting	spherized	subsampled
cepharanthine	2	1.11 uM	0.0	0.7089877521419369	Cell Painting	spherized	subsampled
cgp12177	2	1.11 uM	0.064	0.0710115337833329	Cell Painting	spherized	subsampled
chlorambucil	3	1.11 uM	0.013	0.0751025454837351	Cell Painting	spherized	subsampled
chlormezanone	3	1.11 uM	0.037	0.0554207303715818	Cell Painting	spherized	subsampled
chloroxine	3	1.11 uM	0.014	0.0730582163177691	Cell Painting	spherized	subsampled
chlorphenamine	3	1.11 uM	0.013	0.0767060816450226	Cell Painting	spherized	subsampled
chlorpromazine	3	1.11 uM	0.182	0.0302873196959416	Cell Painting	spherized	subsampled
chlorpropamide	3	1.11 uM	0.752	-0.0159839707823231	Cell Painting	spherized	subsampled
chlortalidone	3	1.11 uM	0.487	0.0053519365333516	Cell Painting	spherized	subsampled
cholic-acid	2	1.11 uM	0.12	0.0524234983385725	Cell Painting	spherized	subsampled
choline-alfoscerate	3	1.11 uM	0.001	0.1573768900229074	Cell Painting	spherized	subsampled
cianidanol	3	1.11 uM	0.153	0.0330094944184568	Cell Painting	spherized	subsampled
ciclesonide	3	1.11 uM	0.0	0.3985766454931997	Cell Painting	spherized	subsampled
ciglitazone	3	1.11 uM	0.038	0.0533357510020038	Cell Painting	spherized	subsampled
cilengitide	3	1.11 uM	0.0	0.1917503815538536	Cell Painting	spherized	subsampled
cilomilast	2	1.11 uM	0.116	0.054003012056124	Cell Painting	spherized	subsampled
cilostazol	3	1.11 uM	0.212	0.0264069882569654	Cell Painting	spherized	subsampled
cimetidine	3	1.11 uM	0.119	0.0384805012679983	Cell Painting	spherized	subsampled
cinaciguat	3	1.11 uM	0.051	0.0489031467713462	Cell Painting	spherized	subsampled
cinepazide	2	1.11 uM	0.016	0.1181138232975419	Cell Painting	spherized	subsampled
cinnarizine	3	1.11 uM	0.027	0.0591168713286354	Cell Painting	spherized	subsampled
cinoxacin	3	1.11 uM	0.298	0.0184734032120901	Cell Painting	spherized	subsampled
ciprofloxacin	3	1.11 uM	0.001	0.1279647433963277	Cell Painting	spherized	subsampled
cisapride	3	1.11 uM	0.001	0.1291193389245028	Cell Painting	spherized	subsampled
citalopram	3	1.11 uM	0.304	0.0180606112615371	Cell Painting	spherized	subsampled
cladribine	2	1.11 uM	0.0	0.6034124129362084	Cell Painting	spherized	subsampled
clarithromycin	3	1.11 uM	0.152	0.0332836516208137	Cell Painting	spherized	subsampled
clenbuterol	2	1.11 uM	0.491	0.0052551106048171	Cell Painting	spherized	subsampled
climbazole	2	1.11 uM	0.277	0.0283756108357371	Cell Painting	spherized	subsampled
clinafloxacin	3	1.11 uM	0.167	0.0317369732599768	Cell Painting	spherized	subsampled
clindamycin	3	1.11 uM	0.0	0.1791759741506564	Cell Painting	spherized	subsampled
clinofibrate	3	1.11 uM	0.607	-0.0045486309841907	Cell Painting	spherized	subsampled
clioquinol	3	1.11 uM	0.013	0.0762374086284486	Cell Painting	spherized	subsampled
clobetasol	3	1.11 uM	0.0	0.3663335014005175	Cell Painting	spherized	subsampled
clofarabine	3	1.11 uM	0.0	0.7935767067772207	Cell Painting	spherized	subsampled
clofazimine	3	1.11 uM	0.007	0.0842624547649398	Cell Painting	spherized	subsampled
clofibric-acid	3	1.11 uM	0.297	0.0185492011963425	Cell Painting	spherized	subsampled
clofoctol	4	1.11 uM	0.018	0.0503496648587347	Cell Painting	spherized	subsampled
clomethiazole	3	1.11 uM	0.059	0.0473461697556001	Cell Painting	spherized	subsampled
clomifene	3	1.11 uM	0.001	0.1360405370836598	Cell Painting	spherized	subsampled
clonazepam	2	1.11 uM	0.353	0.0187679025401436	Cell Painting	spherized	subsampled
clonidine	2	1.11 uM	0.016	0.1198425326189255	Cell Painting	spherized	subsampled
clotrimazole	3	1.11 uM	0.0	0.2353367853254444	Cell Painting	spherized	subsampled
clozapine	2	1.11 uM	0.542	-0.0005598410665153	Cell Painting	spherized	subsampled
co-102862	3	1.11 uM	0.004	0.094220109009381	Cell Painting	spherized	subsampled
cobimetinib	4	1.11 uM	0.0	0.3654129810149255	Cell Painting	spherized	subsampled
colchicine	3	1.11 uM	0.0	0.3397717803705496	Cell Painting	spherized	subsampled
colforsin-daproate	3	1.11 uM	0.062	0.046790996679843	Cell Painting	spherized	subsampled
combretastatin-a-4	3	1.11 uM	0.0	0.5895324573504077	Cell Painting	spherized	subsampled
conivaptan	2	1.11 uM	0.783	-0.0302075597558482	Cell Painting	spherized	subsampled
cordycepin	2	1.11 uM	0.372	0.0172863820227286	Cell Painting	spherized	subsampled
cp-945,598	3	1.11 uM	0.485	0.0054904636950815	Cell Painting	spherized	subsampled
cpi-1189	3	1.11 uM	0.436	0.0088164711356792	Cell Painting	spherized	subsampled
cpi-613	2	1.11 uM	0.23	0.034035124446947	Cell Painting	spherized	subsampled
cromoglicic-acid	3	1.11 uM	0.692	-0.0104426783208441	Cell Painting	spherized	subsampled
ct-7758	3	1.11 uM	0.0	0.4238884023283025	Cell Painting	spherized	subsampled
cts-1027	3	1.11 uM	0.007	0.0858291185907685	Cell Painting	spherized	subsampled
curcumin	3	1.11 uM	0.626	-0.0059158760763883	Cell Painting	spherized	subsampled
cx-4945	3	1.11 uM	0.0	0.1873053655928905	Cell Painting	spherized	subsampled
cx-5461	3	1.11 uM	0.0	0.7514942866766386	Cell Painting	spherized	subsampled
cx516	3	1.11 uM	0.473	0.0064135303260257	Cell Painting	spherized	subsampled
cyanocobalamin	2	1.11 uM	0.961	-0.0729528124276119	Cell Painting	spherized	subsampled
cyclizine	2	1.11 uM	0.0	0.5415909177395809	Cell Painting	spherized	subsampled
cyclobenzaprine	2	1.11 uM	0.902	-0.0506642077958816	Cell Painting	spherized	subsampled
cyclosporin-a	3	1.11 uM	0.0	0.815477911151304	Cell Painting	spherized	subsampled
cyproheptadine	3	1.11 uM	0.017	0.0670715440804539	Cell Painting	spherized	subsampled
cyproterone-acetate	2	1.11 uM	0.955	-0.0697860084564948	Cell Painting	spherized	subsampled
cytarabine	3	1.11 uM	0.658	-0.0076216443611366	Cell Painting	spherized	subsampled
cytisine	3	1.11 uM	0.039	0.0527172407927627	Cell Painting	spherized	subsampled
d-serine	3	1.11 uM	0.007	0.0867060171829733	Cell Painting	spherized	subsampled
dabigatran-etexilate	3	1.11 uM	0.111	0.0400724906474094	Cell Painting	spherized	subsampled
dabrafenib	3	1.11 uM	0.0	0.303560157578709	Cell Painting	spherized	subsampled
dacarbazine	2	1.11 uM	0.249	0.0318752847106309	Cell Painting	spherized	subsampled
dacinostat	3	1.11 uM	0.0	0.6002637115979635	Cell Painting	spherized	subsampled
dacomitinib	3	1.11 uM	0.0	0.2901740488852347	Cell Painting	spherized	subsampled
danazol	3	1.11 uM	0.007	0.0851909170620269	Cell Painting	spherized	subsampled
danegaptide	3	1.11 uM	0.504	0.0038416003837764	Cell Painting	spherized	subsampled
dantrolene	3	1.11 uM	0.019	0.0638418961933711	Cell Painting	spherized	subsampled
danusertib	3	1.11 uM	0.0	0.7396556504605029	Cell Painting	spherized	subsampled
dapagliflozin	3	1.11 uM	0.002	0.1077942269769814	Cell Painting	spherized	subsampled
dapivirine	3	1.11 uM	0.002	0.1218076608956493	Cell Painting	spherized	subsampled
dapsone	3	1.11 uM	0.073	0.0446255413647877	Cell Painting	spherized	subsampled
darifenacin	3	1.11 uM	0.693	-0.0107400235769114	Cell Painting	spherized	subsampled
darunavir	3	1.11 uM	0.357	0.0135338211979431	Cell Painting	spherized	subsampled
dasabuvir	3	1.11 uM	0.079	0.044268493222632	Cell Painting	spherized	subsampled
dasatinib	2	1.11 uM	0.0	0.6510876646598872	Cell Painting	spherized	subsampled
dazoxiben	3	1.11 uM	0.703	-0.0115876315638185	Cell Painting	spherized	subsampled
decitabine	3	1.11 uM	0.0	0.4014529373767795	Cell Painting	spherized	subsampled
defactinib	2	1.11 uM	0.181	0.0427826502574319	Cell Painting	spherized	subsampled
deferasirox	3	1.11 uM	0.0	0.3459482756056001	Cell Painting	spherized	subsampled
deferiprone	3	1.11 uM	0.138	0.0358631941836719	Cell Painting	spherized	subsampled
deforolimus	3	1.11 uM	0.0	0.6397531485807235	Cell Painting	spherized	subsampled
dehydroepiandrosterone	2	1.11 uM	0.551	-0.0019082341902805	Cell Painting	spherized	subsampled
delanzomib	3	1.11 uM	0.0	0.5129534620449797	Cell Painting	spherized	subsampled
delivert	2	1.11 uM	0.643	-0.0121589921895516	Cell Painting	spherized	subsampled
deoxycholic-acid	3	1.11 uM	0.089	0.0431630999676215	Cell Painting	spherized	subsampled
dequalinium	3	1.11 uM	0.0	0.1707413052187739	Cell Painting	spherized	subsampled
desmopressin-acetate	2	1.11 uM	0.086	0.0643706957248678	Cell Painting	spherized	subsampled
dexamethasone	6	1.11 uM	0.0	0.3557867612749114	Cell Painting	spherized	subsampled
dexfenfluramine	3	1.11 uM	0.029	0.057793535244983	Cell Painting	spherized	subsampled
dexloxiglumide	3	1.11 uM	0.145	0.0342449223716905	Cell Painting	spherized	subsampled
dexniguldipine	2	1.11 uM	0.669	-0.0152058662954961	Cell Painting	spherized	subsampled
dextromethorphan	3	1.11 uM	0.001	0.1274155204408266	Cell Painting	spherized	subsampled
diacerein	3	1.11 uM	0.018	0.06644359037782	Cell Painting	spherized	subsampled
diazepam	2	1.11 uM	0.351	0.0188560002121181	Cell Painting	spherized	subsampled
diazoxide	3	1.11 uM	0.002	0.0997219246716423	Cell Painting	spherized	subsampled
diclofenac	3	1.11 uM	0.254	0.0229809566483257	Cell Painting	spherized	subsampled
diclofensine	3	1.11 uM	0.423	0.0097121548502257	Cell Painting	spherized	subsampled
dicloxacillin	3	1.11 uM	0.004	0.0921349535988133	Cell Painting	spherized	subsampled
dicoumarol	3	1.11 uM	0.12	0.0381928010026619	Cell Painting	spherized	subsampled
dideoxyadenosine	3	1.11 uM	0.063	0.0464785010153388	Cell Painting	spherized	subsampled
dienogest	3	1.11 uM	0.144	0.0343656173751637	Cell Painting	spherized	subsampled
diethylcarbamazine	3	1.11 uM	0.894	-0.0315536431992599	Cell Painting	spherized	subsampled
diethylstilbestrol	2	1.11 uM	0.922	-0.0558113578533818	Cell Painting	spherized	subsampled
diflunisal	3	1.11 uM	0.167	0.0316881430159019	Cell Painting	spherized	subsampled
dihydroergocristine	2	1.11 uM	0.313	0.023216848490935	Cell Painting	spherized	subsampled
dihydroergotamine	3	1.11 uM	0.014	0.073669296047532	Cell Painting	spherized	subsampled
dilazep	3	1.11 uM	0.185	0.0297936470677712	Cell Painting	spherized	subsampled
diltiazem	3	1.11 uM	0.013	0.074950651952785	Cell Painting	spherized	subsampled
dimesna	2	1.11 uM	0.029	0.0940247922152641	Cell Painting	spherized	subsampled
dimethyl-fumarate	3	1.11 uM	0.018	0.0655624313398811	Cell Painting	spherized	subsampled
diminazene-aceturate	2	1.11 uM	0.887	-0.0456279393888717	Cell Painting	spherized	subsampled
dinaciclib	3	1.11 uM	0.0	0.803389015769652	Cell Painting	spherized	subsampled
dinoprost	3	1.11 uM	0.005	0.0899754188237501	Cell Painting	spherized	subsampled
diosmin	3	1.11 uM	0.015	0.0704165102520788	Cell Painting	spherized	subsampled
diphenidol	3	1.11 uM	0.451	0.0076355541045707	Cell Painting	spherized	subsampled
dipraglurant	2	1.11 uM	0.522	0.0017907192989256	Cell Painting	spherized	subsampled
dipyridamole	3	1.11 uM	0.0	0.2192944237730561	Cell Painting	spherized	subsampled
disopyramide	3	1.11 uM	0.272	0.021046245124479	Cell Painting	spherized	subsampled
disulfiram	3	1.11 uM	0.0	0.5303923879404071	Cell Painting	spherized	subsampled
dmp-777	3	1.11 uM	0.014	0.0740266767310396	Cell Painting	spherized	subsampled
docetaxel	3	1.11 uM	0.0	0.2867443917360166	Cell Painting	spherized	subsampled
dofequidar	3	1.11 uM	0.013	0.0754787729525101	Cell Painting	spherized	subsampled
dolutegravir	2	1.11 uM	0.0	0.6389645812671451	Cell Painting	spherized	subsampled
donepezil	2	1.11 uM	0.208	0.0371883935453356	Cell Painting	spherized	subsampled
donitriptan	3	1.11 uM	0.493	0.0045605744404249	Cell Painting	spherized	subsampled
dopamine	2	1.11 uM	0.054	0.0756617382065114	Cell Painting	spherized	subsampled
doramapimod	2	1.11 uM	0.005	0.2300266978206971	Cell Painting	spherized	subsampled
dorzolamide	3	1.11 uM	0.864	-0.0271037371742291	Cell Painting	spherized	subsampled
doxapram	3	1.11 uM	0.004	0.0940004633763204	Cell Painting	spherized	subsampled
doxazosin	2	1.11 uM	0.491	0.0049167105262291	Cell Painting	spherized	subsampled
doxepin	2	1.11 uM	0.006	0.2137947124690456	Cell Painting	spherized	subsampled
doxifluridine	2	1.11 uM	0.924	-0.0580706494062842	Cell Painting	spherized	subsampled
doxofylline	3	1.11 uM	0.038	0.054063686296793	Cell Painting	spherized	subsampled
doxorubicin	3	1.11 uM	0.0	0.5095568475436405	Cell Painting	spherized	subsampled
doxycycline-hyclate	2	1.11 uM	0.924	-0.0576508319471846	Cell Painting	spherized	subsampled
dpcpx	3	1.11 uM	0.0	0.1770124832932319	Cell Painting	spherized	subsampled
dpi-201106	3	1.11 uM	0.347	0.014372112216692	Cell Painting	spherized	subsampled
dronedarone	3	1.11 uM	0.0	0.2094922411185969	Cell Painting	spherized	subsampled
droperidol	3	1.11 uM	0.2	0.0281132286473526	Cell Painting	spherized	subsampled
drospirenone	3	1.11 uM	0.888	-0.0305386222239311	Cell Painting	spherized	subsampled
du-728	3	1.11 uM	0.761	-0.0169654848483797	Cell Painting	spherized	subsampled
duloxetine	3	1.11 uM	0.298	0.0184675451749226	Cell Painting	spherized	subsampled
dutasteride	3	1.11 uM	0.024	0.0608200316445546	Cell Painting	spherized	subsampled
e-2012	3	1.11 uM	0.014	0.0733766679804023	Cell Painting	spherized	subsampled
ebselen	3	1.11 uM	0.002	0.109429916449523	Cell Painting	spherized	subsampled
econazole	3	1.11 uM	0.0	0.2785901763876641	Cell Painting	spherized	subsampled
edoxaban	3	1.11 uM	0.146	0.0340930505322319	Cell Painting	spherized	subsampled
edoxudine	3	1.11 uM	0.025	0.0605467247615776	Cell Painting	spherized	subsampled
efaproxiral	2	1.11 uM	0.643	-0.0124510669324936	Cell Painting	spherized	subsampled
efavirenz	2	1.11 uM	0.881	-0.0440564202878234	Cell Painting	spherized	subsampled
eflornithine	3	1.11 uM	0.436	0.0087490719877223	Cell Painting	spherized	subsampled
elesclomol	3	1.11 uM	0.0	0.5551931146782741	Cell Painting	spherized	subsampled
ellagic-acid	3	1.11 uM	0.0	0.1921993474076308	Cell Painting	spherized	subsampled
emd-1214063	3	1.11 uM	0.0	0.6294569015221192	Cell Painting	spherized	subsampled
emd-53998	3	1.11 uM	0.041	0.0523732998600859	Cell Painting	spherized	subsampled
emedastine	2	1.11 uM	0.83	-0.0349447352939107	Cell Painting	spherized	subsampled
emtricitabine	3	1.11 uM	0.21	0.0265552485232876	Cell Painting	spherized	subsampled
enalapril	3	1.11 uM	0.582	-0.0017989747724544	Cell Painting	spherized	subsampled
enoxacin	2	1.11 uM	0.313	0.0233504279998965	Cell Painting	spherized	subsampled
entecavir	2	1.11 uM	0.015	0.1239177451397648	Cell Painting	spherized	subsampled
entinostat	3	1.11 uM	0.0	0.2115163480481799	Cell Painting	spherized	subsampled
enzalutamide	3	1.11 uM	0.091	0.0429886516167161	Cell Painting	spherized	subsampled
enzastaurin	2	1.11 uM	0.658	-0.013850771901554	Cell Painting	spherized	subsampled
eperezolid	3	1.11 uM	0.19	0.0291549616347107	Cell Painting	spherized	subsampled
epinastine	3	1.11 uM	0.041	0.0517211719056902	Cell Painting	spherized	subsampled
epinephrine	3	1.11 uM	0.002	0.1073128300898585	Cell Painting	spherized	subsampled
epirizole	2	1.11 uM	0.223	0.0350665187827625	Cell Painting	spherized	subsampled
epirubicin	3	1.11 uM	0.0	0.7181703900727467	Cell Painting	spherized	subsampled
epitiostanol	4	1.11 uM	0.0	0.2415529978397498	Cell Painting	spherized	subsampled
epothilone-b	3	1.11 uM	0.0	0.4256069034056583	Cell Painting	spherized	subsampled
equol	3	1.11 uM	0.25	0.0232069507640368	Cell Painting	spherized	subsampled
ercalcitriol	3	1.11 uM	0.021	0.0630481760683757	Cell Painting	spherized	subsampled
erlotinib	3	1.11 uM	0.0	0.2708241428998687	Cell Painting	spherized	subsampled
erteberel	3	1.11 uM	0.013	0.075669769987148	Cell Painting	spherized	subsampled
erythromycin	6	1.11 uM	0.206	0.0149761394116658	Cell Painting	spherized	subsampled
escitalopram	3	1.11 uM	0.009	0.0812320247655706	Cell Painting	spherized	subsampled
esmolol	3	1.11 uM	0.644	-0.0068306322052129	Cell Painting	spherized	subsampled
estramustine	3	1.11 uM	0.0	0.3741469862535522	Cell Painting	spherized	subsampled
estramustine-phosphate	4	1.11 uM	0.006	0.061716951595322	Cell Painting	spherized	subsampled
estriol	3	1.11 uM	0.0	0.6791932580060074	Cell Painting	spherized	subsampled
estrone	2	1.11 uM	0.744	-0.0242925747026922	Cell Painting	spherized	subsampled
etacrynic-acid	3	1.11 uM	0.099	0.0422393421991512	Cell Painting	spherized	subsampled
etanidazole	2	1.11 uM	0.195	0.0396542353996712	Cell Painting	spherized	subsampled
etazolate	3	1.11 uM	0.002	0.1009532897499838	Cell Painting	spherized	subsampled
ethinyl-estradiol	3	1.11 uM	0.001	0.1429504576589889	Cell Painting	spherized	subsampled
ethylenediaminetetraacetic-acid	3	1.11 uM	0.0	0.2447167713285185	Cell Painting	spherized	subsampled
etizolam	3	1.11 uM	0.002	0.103206361789772	Cell Painting	spherized	subsampled
etodolac	3	1.11 uM	0.912	-0.0364076395966743	Cell Painting	spherized	subsampled
etofylline-clofibrate	3	1.11 uM	0.002	0.1198746304022397	Cell Painting	spherized	subsampled
etomidate	3	1.11 uM	0.354	0.0139593475798432	Cell Painting	spherized	subsampled
etomoxir	3	1.11 uM	0.01	0.078763965226868	Cell Painting	spherized	subsampled
etoposide	3	1.11 uM	0.0	0.2903850443681862	Cell Painting	spherized	subsampled
etoricoxib	3	1.11 uM	0.029	0.057687471736288	Cell Painting	spherized	subsampled
etravirine	3	1.11 uM	0.033	0.0570750427375185	Cell Painting	spherized	subsampled
eugenol	3	1.11 uM	0.015	0.0720582651382396	Cell Painting	spherized	subsampled
everolimus	2	1.11 uM	0.0	0.5507578317815095	Cell Painting	spherized	subsampled
evp-6124	3	1.11 uM	0.017	0.067175031539585	Cell Painting	spherized	subsampled
exalamide	3	1.11 uM	0.01	0.0790722237866522	Cell Painting	spherized	subsampled
exemestane	2	1.11 uM	0.004	0.248858033170066	Cell Painting	spherized	subsampled
exherin	2	1.11 uM	0.955	-0.0695797512064214	Cell Painting	spherized	subsampled
fadrozole	3	1.11 uM	0.189	0.0292819307195972	Cell Painting	spherized	subsampled
famciclovir	3	1.11 uM	0.0	0.1647900676821528	Cell Painting	spherized	subsampled
famotidine	3	1.11 uM	0.027	0.0587343076294209	Cell Painting	spherized	subsampled
faropenem	3	1.11 uM	0.882	-0.0298358681178443	Cell Painting	spherized	subsampled
fasudil	2	1.11 uM	0.325	0.0215506078556722	Cell Painting	spherized	subsampled
favipiravir	3	1.11 uM	0.002	0.1018376072249776	Cell Painting	spherized	subsampled
fdcyd	3	1.11 uM	0.0	0.7423957457320213	Cell Painting	spherized	subsampled
febuxostat	2	1.11 uM	0.29	0.026629247057691	Cell Painting	spherized	subsampled
felbinac	3	1.11 uM	0.0	0.4708800092473002	Cell Painting	spherized	subsampled
felodipine	3	1.11 uM	0.05	0.0494225522103569	Cell Painting	spherized	subsampled
fenobam	2	1.11 uM	0.335	0.0206177083624681	Cell Painting	spherized	subsampled
fenoterol	3	1.11 uM	0.236	0.0241048044207021	Cell Painting	spherized	subsampled
fenticonazole	3	1.11 uM	0.114	0.0393840516869859	Cell Painting	spherized	subsampled
fexofenadine	3	1.11 uM	0.272	0.0207669068485726	Cell Painting	spherized	subsampled
fiacitabine	3	1.11 uM	0.016	0.0682019801523328	Cell Painting	spherized	subsampled
fidarestat	3	1.11 uM	0.944	-0.0418210268578036	Cell Painting	spherized	subsampled
fidaxomicin	2	1.11 uM	0.114	0.0553304321102921	Cell Painting	spherized	subsampled
filgotinib	3	1.11 uM	0.0	0.1926578715131855	Cell Painting	spherized	subsampled
finasteride	3	1.11 uM	0.235	0.0242249935490695	Cell Painting	spherized	subsampled
fipronil	2	1.11 uM	0.016	0.1183843448280007	Cell Painting	spherized	subsampled
firategrast	3	1.11 uM	0.001	0.1639282456509918	Cell Painting	spherized	subsampled
flavoxate	2	1.11 uM	0.03	0.0902245755986101	Cell Painting	spherized	subsampled
flecainide	3	1.11 uM	0.007	0.0823409632137276	Cell Painting	spherized	subsampled
floxuridine	3	1.11 uM	0.0	0.7022661957480829	Cell Painting	spherized	subsampled
fluconazole	3	1.11 uM	0.001	0.1469385203739331	Cell Painting	spherized	subsampled
fludarabine-phosphate	3	1.11 uM	0.023	0.061627576888482	Cell Painting	spherized	subsampled
fludroxycortide	3	1.11 uM	0.0	0.3316241636094896	Cell Painting	spherized	subsampled
flumatinib	3	1.11 uM	0.002	0.113559415514663	Cell Painting	spherized	subsampled
flumazenil	3	1.11 uM	0.0	0.174423083690636	Cell Painting	spherized	subsampled
fluocinonide	3	1.11 uM	0.0	0.5361240511619083	Cell Painting	spherized	subsampled
fluorometholone	2	1.11 uM	0.004	0.3001672057320994	Cell Painting	spherized	subsampled
fluorouracil	3	1.11 uM	0.0	0.4448130992254973	Cell Painting	spherized	subsampled
fluoxetine	3	1.11 uM	0.007	0.0815994946865683	Cell Painting	spherized	subsampled
fluphenazine	3	1.11 uM	0.002	0.1134571367870933	Cell Painting	spherized	subsampled
fluspirilene	2	1.11 uM	0.0	0.6298129180803667	Cell Painting	spherized	subsampled
flutamide	2	1.11 uM	0.012	0.14197449382576	Cell Painting	spherized	subsampled
fluticasone	3	1.11 uM	0.0	0.3356941776205018	Cell Painting	spherized	subsampled
flutrimazole	3	1.11 uM	0.038	0.0528505127872087	Cell Painting	spherized	subsampled
fluvoxamine	3	1.11 uM	0.606	-0.0042736196192101	Cell Painting	spherized	subsampled
folic-acid	3	1.11 uM	0.002	0.1147020908724477	Cell Painting	spherized	subsampled
fomepizole	3	1.11 uM	0.107	0.0406269970804025	Cell Painting	spherized	subsampled
fomocaine	3	1.11 uM	0.014	0.0742732597754517	Cell Painting	spherized	subsampled
foretinib	4	1.11 uM	0.0	0.624673843961661	Cell Painting	spherized	subsampled
formestane	3	1.11 uM	0.0	0.3601516692015389	Cell Painting	spherized	subsampled
formoterol	2	1.11 uM	0.011	0.1541203606602957	Cell Painting	spherized	subsampled
forskolin	3	1.11 uM	0.002	0.1017914382681076	Cell Painting	spherized	subsampled
fosfomycin	2	1.11 uM	0.924	-0.0568350599524656	Cell Painting	spherized	subsampled
fostamatinib	3	1.11 uM	0.002	0.1179277457094346	Cell Painting	spherized	subsampled
fpl-62064	3	1.11 uM	0.0	0.255199689557858	Cell Painting	spherized	subsampled
ftorafur	3	1.11 uM	0.191	0.0290857233935794	Cell Painting	spherized	subsampled
fulvestrant	4	1.11 uM	0.013	0.0543955558597452	Cell Painting	spherized	subsampled
fusidic-acid	3	1.11 uM	0.051	0.0485859807996003	Cell Painting	spherized	subsampled
gabapentin	3	1.11 uM	0.0	0.5461313200240115	Cell Painting	spherized	subsampled
galeterone	3	1.11 uM	0.095	0.0425054259174348	Cell Painting	spherized	subsampled
ganaxolone	3	1.11 uM	0.304	0.018166485148578	Cell Painting	spherized	subsampled
gatifloxacin	3	1.11 uM	0.532	0.0017698200922964	Cell Painting	spherized	subsampled
gdc-0068	2	1.11 uM	0.004	0.2979389414154003	Cell Painting	spherized	subsampled
gdc-0152	3	1.11 uM	0.0	0.1665891593263371	Cell Painting	spherized	subsampled
gdc-0199	3	1.11 uM	0.0	0.2237787037007661	Cell Painting	spherized	subsampled
gdc-0834	3	1.11 uM	0.024	0.0610928075929816	Cell Painting	spherized	subsampled
gefitinib	3	1.11 uM	0.0	0.1885252899159183	Cell Painting	spherized	subsampled
gemcitabine	3	1.11 uM	0.0	0.8058454933349142	Cell Painting	spherized	subsampled
gemfibrozil	3	1.11 uM	0.0	0.5865077591408598	Cell Painting	spherized	subsampled
gemifloxacin	2	1.11 uM	0.72	-0.020864259610863	Cell Painting	spherized	subsampled
genz-644282	3	1.11 uM	0.0	0.5850868000357606	Cell Painting	spherized	subsampled
gestrinone	3	1.11 uM	0.0	0.7387267979629878	Cell Painting	spherized	subsampled
gimeracil	3	1.11 uM	0.501	0.0039996415041738	Cell Painting	spherized	subsampled
ginkgolide-b	3	1.11 uM	0.604	-0.0038784704843097	Cell Painting	spherized	subsampled
glasdegib	3	1.11 uM	0.019	0.0635463439641304	Cell Painting	spherized	subsampled
gliclazide	3	1.11 uM	0.0	0.2274340330592086	Cell Painting	spherized	subsampled
glimepiride	3	1.11 uM	0.742	-0.0142108324228446	Cell Painting	spherized	subsampled
glipizide	3	1.11 uM	0.038	0.0545428880718625	Cell Painting	spherized	subsampled
gliquidone	3	1.11 uM	0.544	0.0011721439168328	Cell Painting	spherized	subsampled
glycitein	3	1.11 uM	0.08	0.0440875534259593	Cell Painting	spherized	subsampled
glycopyrrolate	3	1.11 uM	0.033	0.056905752392921	Cell Painting	spherized	subsampled
golvatinib	3	1.11 uM	0.238	0.0239272839106286	Cell Painting	spherized	subsampled
goserelin-acetate	3	1.11 uM	0.498	0.0042119770952207	Cell Painting	spherized	subsampled
granisetron	2	1.11 uM	0.683	-0.0169505083811753	Cell Painting	spherized	subsampled
grazoprevir	3	1.11 uM	0.015	0.0702357141424663	Cell Painting	spherized	subsampled
griseofulvin	3	1.11 uM	0.009	0.0793220947419895	Cell Painting	spherized	subsampled
gsk1292263	2	1.11 uM	0.195	0.0395590057369162	Cell Painting	spherized	subsampled
gsk2110183	3	1.11 uM	0.0	0.2104333425635374	Cell Painting	spherized	subsampled
gsk256066	2	1.11 uM	0.937	-0.0642609390360832	Cell Painting	spherized	subsampled
gsk2636771	2	1.11 uM	0.012	0.1417474716224614	Cell Painting	spherized	subsampled
guanabenz	3	1.11 uM	0.256	0.0224077967538423	Cell Painting	spherized	subsampled
guanadrel	3	1.11 uM	0.496	0.0044202727030336	Cell Painting	spherized	subsampled
guanethidine	2	1.11 uM	0.579	-0.0040908275978779	Cell Painting	spherized	subsampled
gw842166	3	1.11 uM	0.212	0.0263846114312084	Cell Painting	spherized	subsampled
halcinonide	3	1.11 uM	0.0	0.2966801977584323	Cell Painting	spherized	subsampled
haloperidol	3	1.11 uM	0.001	0.1445688246420965	Cell Painting	spherized	subsampled
hc-030031	3	1.11 uM	0.909	-0.0352576575824648	Cell Painting	spherized	subsampled
hesperidin	3	1.11 uM	0.125	0.0380543114292751	Cell Painting	spherized	subsampled
hexachlorophene	3	1.11 uM	0.0	0.2731257753687364	Cell Painting	spherized	subsampled
histamine	4	1.11 uM	0.018	0.050805127431954	Cell Painting	spherized	subsampled
homochlorcyclizine	3	1.11 uM	0.001	0.1467552055123215	Cell Painting	spherized	subsampled
homoharringtonine	2	1.11 uM	0.005	0.2273318835779216	Cell Painting	spherized	subsampled
honokiol	3	1.11 uM	0.002	0.1146865482455742	Cell Painting	spherized	subsampled
