compound	no_of_replicates	dose	matching_score	assay	normalization	category
efaproxiral	2	10 uM	0.3910235948543066	Cell Painting	non_spherized	all_data
efavirenz	2	10 uM	0.0092058143551011	Cell Painting	non_spherized	all_data
eflornithine	5	10 uM	0.3987140113585298	Cell Painting	non_spherized	all_data
elesclomol	5	10 uM	0.8131020755757667	Cell Painting	non_spherized	all_data
ellagic-acid	5	10 uM	0.4391307865184681	Cell Painting	non_spherized	all_data
emd-1214063	5	10 uM	0.7664802809637197	Cell Painting	non_spherized	all_data
emd-53998	5	10 uM	0.7080101340760032	Cell Painting	non_spherized	all_data
emedastine	5	10 uM	0.2905450089224495	Cell Painting	non_spherized	all_data
emtricitabine	5	10 uM	0.0640820658836612	Cell Painting	non_spherized	all_data
enalapril	5	10 uM	0.4584275554780088	Cell Painting	non_spherized	all_data
enoxacin	5	10 uM	0.2274786374154628	Cell Painting	non_spherized	all_data
entecavir	5	10 uM	0.7756290617739089	Cell Painting	non_spherized	all_data
entinostat	5	10 uM	0.9027331831472504	Cell Painting	non_spherized	all_data
enzalutamide	5	10 uM	0.7854299990946263	Cell Painting	non_spherized	all_data
enzastaurin	5	10 uM	0.7666291996660104	Cell Painting	non_spherized	all_data
eperezolid	5	10 uM	0.2982000065226772	Cell Painting	non_spherized	all_data
epinastine	5	10 uM	0.360326327905363	Cell Painting	non_spherized	all_data
epinephrine	5	10 uM	0.3740355733582069	Cell Painting	non_spherized	all_data
epirizole	2	10 uM	0.1225718513924885	Cell Painting	non_spherized	all_data
epirubicin	5	10 uM	0.9074938374875112	Cell Painting	non_spherized	all_data
epitiostanol	4	10 uM	0.1015440376089631	Cell Painting	non_spherized	all_data
epothilone-b	5	10 uM	0.8803721780870756	Cell Painting	non_spherized	all_data
equol	5	10 uM	0.5553706568008102	Cell Painting	non_spherized	all_data
ercalcitriol	5	10 uM	0.4445573572559901	Cell Painting	non_spherized	all_data
erlotinib	5	10 uM	0.8646164968444489	Cell Painting	non_spherized	all_data
erteberel	5	10 uM	0.6841722766024818	Cell Painting	non_spherized	all_data
erythromycin	10	10 uM	0.0784960195221192	Cell Painting	non_spherized	all_data
escitalopram	5	10 uM	0.4195059722270363	Cell Painting	non_spherized	all_data
esmolol	5	10 uM	0.4452743510521693	Cell Painting	non_spherized	all_data
estramustine	5	10 uM	0.8822376811243335	Cell Painting	non_spherized	all_data
estramustine-phosphate	4	10 uM	0.1214758286849252	Cell Painting	non_spherized	all_data
estriol	5	10 uM	0.2111436993500119	Cell Painting	non_spherized	all_data
estrone	2	10 uM	0.3916285911925864	Cell Painting	non_spherized	all_data
etacrynic-acid	5	10 uM	0.3700151869735304	Cell Painting	non_spherized	all_data
etanidazole	5	10 uM	0.3804088302965589	Cell Painting	non_spherized	all_data
etazolate	5	10 uM	0.7078607834072241	Cell Painting	non_spherized	all_data
ethinyl-estradiol	4	10 uM	0.8277823485054502	Cell Painting	non_spherized	all_data
ethylenediaminetetraacetic-acid	5	10 uM	0.4748342723938501	Cell Painting	non_spherized	all_data
etizolam	5	10 uM	0.1918453603694021	Cell Painting	non_spherized	all_data
etodolac	5	10 uM	0.6727384499143538	Cell Painting	non_spherized	all_data
etofylline-clofibrate	5	10 uM	0.6628399995760701	Cell Painting	non_spherized	all_data
etomidate	5	10 uM	0.3597280166627422	Cell Painting	non_spherized	all_data
etomoxir	5	10 uM	0.4400853836849992	Cell Painting	non_spherized	all_data
etoposide	5	10 uM	0.8751907773697476	Cell Painting	non_spherized	all_data
etoricoxib	5	10 uM	0.3972043118633346	Cell Painting	non_spherized	all_data
etravirine	5	10 uM	0.9226987156188008	Cell Painting	non_spherized	all_data
eugenol	5	10 uM	0.2760676453228853	Cell Painting	non_spherized	all_data
everolimus	5	10 uM	0.836714373654307	Cell Painting	non_spherized	all_data
evp-6124	5	10 uM	0.6771930818447762	Cell Painting	non_spherized	all_data
exalamide	5	10 uM	0.6011388907477859	Cell Painting	non_spherized	all_data
exemestane	5	10 uM	0.4989005734365475	Cell Painting	non_spherized	all_data
exherin	5	10 uM	0.3724289568971494	Cell Painting	non_spherized	all_data
fadrozole	5	10 uM	0.3005515075850472	Cell Painting	non_spherized	all_data
famciclovir	5	10 uM	0.360055091083565	Cell Painting	non_spherized	all_data
famotidine	4	10 uM	0.3558227758752503	Cell Painting	non_spherized	all_data
faropenem	5	10 uM	0.6595264372628962	Cell Painting	non_spherized	all_data
fasudil	5	10 uM	0.4172092373790239	Cell Painting	non_spherized	all_data
favipiravir	5	10 uM	0.4926297304844484	Cell Painting	non_spherized	all_data
fdcyd	5	10 uM	0.9270671175162506	Cell Painting	non_spherized	all_data
febuxostat	5	10 uM	0.7487517123293659	Cell Painting	non_spherized	all_data
felbinac	5	10 uM	0.1775052496333348	Cell Painting	non_spherized	all_data
felodipine	5	10 uM	0.5145506264148709	Cell Painting	non_spherized	all_data
fenobam	5	10 uM	0.1027715040340476	Cell Painting	non_spherized	all_data
fenoterol	5	10 uM	0.3473249632840579	Cell Painting	non_spherized	all_data
fenticonazole	5	10 uM	0.5551410730960582	Cell Painting	non_spherized	all_data
fexofenadine	5	10 uM	0.2450618733542591	Cell Painting	non_spherized	all_data
fiacitabine	5	10 uM	0.8148150843651949	Cell Painting	non_spherized	all_data
fidarestat	5	10 uM	0.2178991334482346	Cell Painting	non_spherized	all_data
fidaxomicin	5	10 uM	0.8216121588105638	Cell Painting	non_spherized	all_data
filgotinib	5	10 uM	0.8970533781140781	Cell Painting	non_spherized	all_data
finasteride	5	10 uM	0.5015062019219443	Cell Painting	non_spherized	all_data
fipronil	5	10 uM	0.7367299790214745	Cell Painting	non_spherized	all_data
firategrast	5	10 uM	0.710915162061492	Cell Painting	non_spherized	all_data
flavoxate	5	10 uM	0.628366025476899	Cell Painting	non_spherized	all_data
flecainide	5	10 uM	0.5839153031068327	Cell Painting	non_spherized	all_data
floxuridine	5	10 uM	0.9058855848625822	Cell Painting	non_spherized	all_data
fluconazole	5	10 uM	0.1714754383586927	Cell Painting	non_spherized	all_data
fludarabine-phosphate	5	10 uM	0.744665012094823	Cell Painting	non_spherized	all_data
fludroxycortide	5	10 uM	0.7684576013294016	Cell Painting	non_spherized	all_data
flumatinib	5	10 uM	0.8298307136506735	Cell Painting	non_spherized	all_data
flumazenil	5	10 uM	0.8074462499559161	Cell Painting	non_spherized	all_data
fluocinonide	5	10 uM	0.7982955378404103	Cell Painting	non_spherized	all_data
fluorometholone	5	10 uM	0.8973534539057227	Cell Painting	non_spherized	all_data
fluorouracil	5	10 uM	0.7796413003557474	Cell Painting	non_spherized	all_data
fluoxetine	5	10 uM	0.6514775376370372	Cell Painting	non_spherized	all_data
fluphenazine	5	10 uM	0.6672234409994464	Cell Painting	non_spherized	all_data
fluspirilene	5	10 uM	0.6556407417849117	Cell Painting	non_spherized	all_data
flutamide	5	10 uM	0.6802780326096526	Cell Painting	non_spherized	all_data
fluticasone	5	10 uM	0.6774512393543068	Cell Painting	non_spherized	all_data
flutrimazole	4	10 uM	0.4002198543010337	Cell Painting	non_spherized	all_data
fluvoxamine	5	10 uM	0.2387276103734948	Cell Painting	non_spherized	all_data
folic-acid	5	10 uM	0.4447198235500189	Cell Painting	non_spherized	all_data
fomepizole	5	10 uM	0.4583063228343877	Cell Painting	non_spherized	all_data
fomocaine	5	10 uM	0.4158685975568332	Cell Painting	non_spherized	all_data
foretinib	4	10 uM	0.6516411777627081	Cell Painting	non_spherized	all_data
formestane	5	10 uM	0.2815998382155584	Cell Painting	non_spherized	all_data
formoterol	5	10 uM	0.5207676299081117	Cell Painting	non_spherized	all_data
forskolin	5	10 uM	0.6858743477169693	Cell Painting	non_spherized	all_data
fosfomycin	5	10 uM	0.2131278633939107	Cell Painting	non_spherized	all_data
fostamatinib	5	10 uM	0.8518993003844628	Cell Painting	non_spherized	all_data
fpl-62064	5	10 uM	0.7676478774207867	Cell Painting	non_spherized	all_data
ftorafur	5	10 uM	0.173230936053235	Cell Painting	non_spherized	all_data
fulvestrant	4	10 uM	0.670115310043311	Cell Painting	non_spherized	all_data
fusidic-acid	5	10 uM	0.4680364189137125	Cell Painting	non_spherized	all_data
gabapentin	5	10 uM	0.5029947690602736	Cell Painting	non_spherized	all_data
galeterone	5	10 uM	0.7303345395328265	Cell Painting	non_spherized	all_data
ganaxolone	5	10 uM	0.3354656494789079	Cell Painting	non_spherized	all_data
gatifloxacin	5	10 uM	0.1112936045543994	Cell Painting	non_spherized	all_data
gdc-0068	5	10 uM	0.8659566375206127	Cell Painting	non_spherized	all_data
gdc-0152	5	10 uM	0.7816846371509831	Cell Painting	non_spherized	all_data
gdc-0199	5	10 uM	0.8905257942652918	Cell Painting	non_spherized	all_data
gdc-0834	5	10 uM	0.7991747069864114	Cell Painting	non_spherized	all_data
gefitinib	5	10 uM	0.697527899048695	Cell Painting	non_spherized	all_data
gemcitabine	5	10 uM	0.9249323802529924	Cell Painting	non_spherized	all_data
gemfibrozil	5	10 uM	0.4523995042448777	Cell Painting	non_spherized	all_data
gemifloxacin	2	10 uM	-0.0932620524997142	Cell Painting	non_spherized	all_data
genz-644282	5	10 uM	0.8988070414870549	Cell Painting	non_spherized	all_data
gestrinone	5	10 uM	0.3502728493930263	Cell Painting	non_spherized	all_data
gimeracil	5	10 uM	0.2203565084011245	Cell Painting	non_spherized	all_data
ginkgolide-b	5	10 uM	0.1941435270379194	Cell Painting	non_spherized	all_data
glasdegib	5	10 uM	0.5203348518727037	Cell Painting	non_spherized	all_data
gliclazide	5	10 uM	0.4692452748256107	Cell Painting	non_spherized	all_data
glimepiride	5	10 uM	0.6676546086656845	Cell Painting	non_spherized	all_data
glipizide	5	10 uM	0.4757886202078701	Cell Painting	non_spherized	all_data
gliquidone	5	10 uM	0.4020632615525711	Cell Painting	non_spherized	all_data
glycitein	5	10 uM	0.3966378909182101	Cell Painting	non_spherized	all_data
glycopyrrolate	5	10 uM	0.329972474424578	Cell Painting	non_spherized	all_data
golvatinib	5	10 uM	0.9039690717533788	Cell Painting	non_spherized	all_data
goserelin-acetate	5	10 uM	0.6572217292343436	Cell Painting	non_spherized	all_data
granisetron	5	10 uM	0.2523966033020887	Cell Painting	non_spherized	all_data
grazoprevir	5	10 uM	0.839575691961981	Cell Painting	non_spherized	all_data
griseofulvin	5	10 uM	0.7569171308889562	Cell Painting	non_spherized	all_data
gsk1292263	5	10 uM	0.7512929785859923	Cell Painting	non_spherized	all_data
gsk2110183	5	10 uM	0.6281791786222248	Cell Painting	non_spherized	all_data
gsk256066	2	10 uM	0.4323289095492626	Cell Painting	non_spherized	all_data
gsk2636771	5	10 uM	0.5247176929012979	Cell Painting	non_spherized	all_data
guanabenz	5	10 uM	0.6448562115400389	Cell Painting	non_spherized	all_data
guanadrel	5	10 uM	0.5254039410408431	Cell Painting	non_spherized	all_data
guanethidine	5	10 uM	0.3905090788885733	Cell Painting	non_spherized	all_data
gw842166	5	10 uM	0.240802513066162	Cell Painting	non_spherized	all_data
halcinonide	5	10 uM	0.8412041682385178	Cell Painting	non_spherized	all_data
haloperidol	5	10 uM	0.5811094560643917	Cell Painting	non_spherized	all_data
hc-030031	5	10 uM	0.3231977078743917	Cell Painting	non_spherized	all_data
hesperidin	5	10 uM	0.4358000331848866	Cell Painting	non_spherized	all_data
hexachlorophene	5	10 uM	0.7978815863795421	Cell Painting	non_spherized	all_data
histamine	4	10 uM	0.2565666989095756	Cell Painting	non_spherized	all_data
homochlorcyclizine	5	10 uM	0.7760153111621927	Cell Painting	non_spherized	all_data
homoharringtonine	5	10 uM	0.8978057554393787	Cell Painting	non_spherized	all_data
honokiol	5	10 uM	0.2944801236813109	Cell Painting	non_spherized	all_data
hydrocortisone	5	10 uM	0.726901138026195	Cell Painting	non_spherized	all_data
hydroxyurea	5	10 uM	0.6841582148340641	Cell Painting	non_spherized	all_data
hymecromone	5	10 uM	0.4718633360599986	Cell Painting	non_spherized	all_data
hypericin	5	10 uM	0.6897634911527312	Cell Painting	non_spherized	all_data
i-bet-762	5	10 uM	0.8357791088957627	Cell Painting	non_spherized	all_data
ib-meca	5	10 uM	0.2592102939885975	Cell Painting	non_spherized	all_data
ibrutinib	5	10 uM	0.7936974732208963	Cell Painting	non_spherized	all_data
ibudilast	5	10 uM	0.4010327583168644	Cell Painting	non_spherized	all_data
ibuprofen	5	10 uM	0.3447017309049704	Cell Painting	non_spherized	all_data
ibutamoren	5	10 uM	0.5679790699287701	Cell Painting	non_spherized	all_data
ici-162846	5	10 uM	0.445780189550099	Cell Painting	non_spherized	all_data
ici-185,282	5	10 uM	-0.1389619676117201	Cell Painting	non_spherized	all_data
ici-192605	5	10 uM	0.0730163284553752	Cell Painting	non_spherized	all_data
idalopirdine	5	10 uM	0.2967990305159469	Cell Painting	non_spherized	all_data
idelalisib	5	10 uM	0.6866280054811253	Cell Painting	non_spherized	all_data
idoxuridin	5	10 uM	0.8369697565419907	Cell Painting	non_spherized	all_data
ifosfamide	5	10 uM	0.6019935741401625	Cell Painting	non_spherized	all_data
iguratimod	5	10 uM	0.8335463296951848	Cell Painting	non_spherized	all_data
ilomastat	5	10 uM	0.5781703371915696	Cell Painting	non_spherized	all_data
imatinib	5	10 uM	0.6487119890804232	Cell Painting	non_spherized	all_data
imexon	5	10 uM	0.3404987824460214	Cell Painting	non_spherized	all_data
imiloxan	5	10 uM	0.5605345212434558	Cell Painting	non_spherized	all_data
imipramine	2	10 uM	0.1345023348994259	Cell Painting	non_spherized	all_data
imiquimod	5	10 uM	0.1978221360230254	Cell Painting	non_spherized	all_data
indacaterol	5	10 uM	0.4748309352657311	Cell Painting	non_spherized	all_data
indapamide	5	10 uM	0.2960303932270693	Cell Painting	non_spherized	all_data
indibulin	5	10 uM	0.7921816764161207	Cell Painting	non_spherized	all_data
indinavir	5	10 uM	0.6514859241055044	Cell Painting	non_spherized	all_data
indiplon	5	10 uM	0.6183895154275141	Cell Painting	non_spherized	all_data
indirubin	5	10 uM	0.6060921691393529	Cell Painting	non_spherized	all_data
indobufen	5	10 uM	0.7146893738927158	Cell Painting	non_spherized	all_data
indole	4	10 uM	0.3778740372134251	Cell Painting	non_spherized	all_data
indoprofen	2	10 uM	0.6949400816529864	Cell Painting	non_spherized	all_data
indoramin	5	10 uM	0.4651333271275557	Cell Painting	non_spherized	all_data
ingenol-mebutate	5	10 uM	0.8839890469942319	Cell Painting	non_spherized	all_data
iniparib	5	10 uM	0.5866329805429878	Cell Painting	non_spherized	all_data
inosine	5	10 uM	0.4127074281399483	Cell Painting	non_spherized	all_data
inositol	5	10 uM	0.3372016936157517	Cell Painting	non_spherized	all_data
iowh032	5	10 uM	0.8438761476261099	Cell Painting	non_spherized	all_data
ipratropium	5	10 uM	0.1949196111802064	Cell Painting	non_spherized	all_data
ipriflavone	5	10 uM	0.5983844976956233	Cell Painting	non_spherized	all_data
irinotecan	5	10 uM	0.9173429489719356	Cell Painting	non_spherized	all_data
isbufylline	5	10 uM	0.2175255758523458	Cell Painting	non_spherized	all_data
isoconazole	5	10 uM	0.7979630134757245	Cell Painting	non_spherized	all_data
isofloxythepin	5	10 uM	0.531837113050818	Cell Painting	non_spherized	all_data
isosorbide	5	10 uM	0.3993198137793214	Cell Painting	non_spherized	all_data
isradipine	5	10 uM	0.6579131022279003	Cell Painting	non_spherized	all_data
istaroxime	5	10 uM	0.903926935701686	Cell Painting	non_spherized	all_data
itopride	5	10 uM	0.352604549719261	Cell Painting	non_spherized	all_data
ivabradine	5	10 uM	0.2618719490011391	Cell Painting	non_spherized	all_data
ivacaftor	5	10 uM	0.8122673037252967	Cell Painting	non_spherized	all_data
ivermectin	5	10 uM	0.8836403542513256	Cell Painting	non_spherized	all_data
ixabepilone	5	10 uM	0.7995768109391442	Cell Painting	non_spherized	all_data
josamycin	5	10 uM	0.7600514312931884	Cell Painting	non_spherized	all_data
kakonein	5	10 uM	0.3779270050276233	Cell Painting	non_spherized	all_data
kbg	4	10 uM	0.0741394581019556	Cell Painting	non_spherized	all_data
kd-023	5	10 uM	0.5677473949807813	Cell Painting	non_spherized	all_data
kd025	5	10 uM	0.8072896557544391	Cell Painting	non_spherized	all_data
ketoconazole	5	10 uM	0.8746662667831264	Cell Painting	non_spherized	all_data
ketoprofen	5	10 uM	0.20742533802985	Cell Painting	non_spherized	all_data
ketorolac	2	10 uM	0.539615186675199	Cell Painting	non_spherized	all_data
ketotifen	5	10 uM	0.3402513234791317	Cell Painting	non_spherized	all_data
kpt-330	5	10 uM	0.8806143256927838	Cell Painting	non_spherized	all_data
kw-2449	5	10 uM	0.9339410705604552	Cell Painting	non_spherized	all_data
kw-2478	2	10 uM	0.7988327118303264	Cell Painting	non_spherized	all_data
kx2-391	5	10 uM	0.8723427383059028	Cell Painting	non_spherized	all_data
l-citrulline	5	10 uM	0.2591587433091566	Cell Painting	non_spherized	all_data
l-ergothioneine	5	10 uM	0.6140967333619043	Cell Painting	non_spherized	all_data
l-name	5	10 uM	0.2587051943372917	Cell Painting	non_spherized	all_data
labetalol	5	10 uM	-0.0170102679906984	Cell Painting	non_spherized	all_data
lacitol	5	10 uM	0.1291158402219303	Cell Painting	non_spherized	all_data
lacosamide	5	10 uM	0.430163558928909	Cell Painting	non_spherized	all_data
lafutidine	5	10 uM	0.8191751594511402	Cell Painting	non_spherized	all_data
lamivudine	4	10 uM	0.292240991881008	Cell Painting	non_spherized	all_data
lamotrigine	5	10 uM	0.3570985920226455	Cell Painting	non_spherized	all_data
lapatinib	5	10 uM	0.889744499056158	Cell Painting	non_spherized	all_data
lasalocid	4	10 uM	0.9081898408766794	Cell Painting	non_spherized	all_data
latanoprost	5	10 uM	0.7200973708114748	Cell Painting	non_spherized	all_data
lcl-161	5	10 uM	0.7168655724092627	Cell Painting	non_spherized	all_data
ledipasvir	5	10 uM	0.640990400191073	Cell Painting	non_spherized	all_data
leflunomide	5	10 uM	0.4559650840369331	Cell Painting	non_spherized	all_data
lenalidomide	5	10 uM	0.6873766713880058	Cell Painting	non_spherized	all_data
lenvatinib	2	10 uM	0.3758288334659981	Cell Painting	non_spherized	all_data
lerisetron	5	10 uM	0.2774439780674836	Cell Painting	non_spherized	all_data
lersivirine	4	10 uM	0.4438742457207203	Cell Painting	non_spherized	all_data
lestaurtinib	5	10 uM	0.9000395020312517	Cell Painting	non_spherized	all_data
letermovir	5	10 uM	0.4315242846049246	Cell Painting	non_spherized	all_data
levalbuterol	5	10 uM	0.4133090166496499	Cell Painting	non_spherized	all_data
levamisole	5	10 uM	0.3049525164710405	Cell Painting	non_spherized	all_data
levcromakalim	5	10 uM	0.4992762276139637	Cell Painting	non_spherized	all_data
levetiracetam	5	10 uM	0.3627142496875144	Cell Painting	non_spherized	all_data
levobunolol	5	10 uM	0.1962479620039793	Cell Painting	non_spherized	all_data
levocabastine	5	10 uM	0.4614328606552522	Cell Painting	non_spherized	all_data
levocetirizine	5	10 uM	0.5860856813291728	Cell Painting	non_spherized	all_data
levofloxacin	5	10 uM	0.2515584879579782	Cell Painting	non_spherized	all_data
levomequitazine	5	10 uM	0.6128857621503536	Cell Painting	non_spherized	all_data
levonorgestrel	5	10 uM	0.6363044938323075	Cell Painting	non_spherized	all_data
levosimendan	4	10 uM	0.4879178718721628	Cell Painting	non_spherized	all_data
levothyroxine	5	10 uM	0.1368195794430322	Cell Painting	non_spherized	all_data
lgx818	5	10 uM	0.940832149053859	Cell Painting	non_spherized	all_data
licochalcone-a	5	10 uM	0.779689785973345	Cell Painting	non_spherized	all_data
lidamidine	5	10 uM	0.1041271481263532	Cell Painting	non_spherized	all_data
lidocaine	5	10 uM	0.3225688285772796	Cell Painting	non_spherized	all_data
lidoflazine	5	10 uM	0.8734728733498016	Cell Painting	non_spherized	all_data
linezolid	5	10 uM	0.6519872957403591	Cell Painting	non_spherized	all_data
linifanib	5	10 uM	0.8901876271347394	Cell Painting	non_spherized	all_data
linopirdine	5	10 uM	0.4581243693948166	Cell Painting	non_spherized	all_data
linsidomine	5	10 uM	0.1936558305623408	Cell Painting	non_spherized	all_data
linsitinib	5	10 uM	0.8427535791003016	Cell Painting	non_spherized	all_data
liranaftate	5	10 uM	0.7822834463967315	Cell Painting	non_spherized	all_data
lisinopril	5	10 uM	0.2919926063931031	Cell Painting	non_spherized	all_data
lisofylline	5	10 uM	0.2670596048768677	Cell Painting	non_spherized	all_data
lobenzarit	5	10 uM	0.3575775182875975	Cell Painting	non_spherized	all_data
lodoxamide	5	10 uM	0.3953225045439069	Cell Painting	non_spherized	all_data
lofexidine	4	10 uM	0.3875129808341598	Cell Painting	non_spherized	all_data
lomeguatrib	5	10 uM	0.2791978037171556	Cell Painting	non_spherized	all_data
lomerizine	5	10 uM	0.6906724955431092	Cell Painting	non_spherized	all_data
lomitapide	5	10 uM	0.8815891295233339	Cell Painting	non_spherized	all_data
lonafarnib	5	10 uM	0.7909016502722606	Cell Painting	non_spherized	all_data
lonidamine	5	10 uM	-0.0888901609857377	Cell Painting	non_spherized	all_data
loperamide	5	10 uM	0.6864077399902883	Cell Painting	non_spherized	all_data
lopinavir	5	10 uM	0.7996616396710114	Cell Painting	non_spherized	all_data
loratadine	5	10 uM	0.8899414915163615	Cell Painting	non_spherized	all_data
lorazepam	5	10 uM	0.7121220347132897	Cell Painting	non_spherized	all_data
lorcaserin	5	10 uM	0.2447155292571275	Cell Painting	non_spherized	all_data
lorglumide	5	10 uM	0.168236900800236	Cell Painting	non_spherized	all_data
losmapimod	5	10 uM	0.798750623190918	Cell Painting	non_spherized	all_data
loxoprofen	2	10 uM	-0.0077892967669169	Cell Painting	non_spherized	all_data
lucitanib	5	10 uM	0.8235277089529419	Cell Painting	non_spherized	all_data
luliconazole	5	10 uM	0.4450885044304556	Cell Painting	non_spherized	all_data
lupanine	5	10 uM	0.348536984526603	Cell Painting	non_spherized	all_data
lurasidone	5	10 uM	0.726318600634505	Cell Painting	non_spherized	all_data
lx1031	5	10 uM	0.4245242524965408	Cell Painting	non_spherized	all_data
ly215490	5	10 uM	0.6143400783812284	Cell Painting	non_spherized	all_data
ly2228820	5	10 uM	0.6703401752752988	Cell Painting	non_spherized	all_data
ly2334737	5	10 uM	0.8955566568650477	Cell Painting	non_spherized	all_data
ly2784544	5	10 uM	0.920385192996231	Cell Painting	non_spherized	all_data
ly2811376	5	10 uM	0.3026317190140302	Cell Painting	non_spherized	all_data
ly2874455	5	10 uM	0.8807805669259976	Cell Painting	non_spherized	all_data
ly2886721	5	10 uM	0.5065260190577767	Cell Painting	non_spherized	all_data
macitentan	5	10 uM	0.7108748916766496	Cell Painting	non_spherized	all_data
malotilate	5	10 uM	0.0880272777512616	Cell Painting	non_spherized	all_data
manumycin-a	5	10 uM	0.8498703046903575	Cell Painting	non_spherized	all_data
maprotiline	5	10 uM	0.5241051256743279	Cell Painting	non_spherized	all_data
maraviroc	5	10 uM	0.5281395800301472	Cell Painting	non_spherized	all_data
maribavir	5	10 uM	0.1921080574488767	Cell Painting	non_spherized	all_data
marimastat	5	10 uM	0.806488029227554	Cell Painting	non_spherized	all_data
masitinib	5	10 uM	0.7470218981241181	Cell Painting	non_spherized	all_data
masoprocol	5	10 uM	0.5951211386859336	Cell Painting	non_spherized	all_data
maxacalcitol	5	10 uM	0.749824034411279	Cell Painting	non_spherized	all_data
mazindol	5	10 uM	0.1325832298997579	Cell Painting	non_spherized	all_data
mbx-2982	5	10 uM	0.6568255466060526	Cell Painting	non_spherized	all_data
mcpp	5	10 uM	0.4498418548025193	Cell Painting	non_spherized	all_data
mebendazole	5	10 uM	0.9062717812100208	Cell Painting	non_spherized	all_data
mecamylamine	5	10 uM	0.5474464144583268	Cell Painting	non_spherized	all_data
meclofenamic-acid	5	10 uM	0.6136470179224045	Cell Painting	non_spherized	all_data
meclozine	5	10 uM	0.6270142987470394	Cell Painting	non_spherized	all_data
medroxyprogesterone-acetate	5	10 uM	0.7953177533402735	Cell Painting	non_spherized	all_data
medrysone	5	10 uM	0.7442237689372543	Cell Painting	non_spherized	all_data
meglitinide	5	10 uM	0.3941187381676661	Cell Painting	non_spherized	all_data
meisoindigo	5	10 uM	0.8868495895460926	Cell Painting	non_spherized	all_data
mek162	5	10 uM	0.8517405820205433	Cell Painting	non_spherized	all_data
melatonin	5	10 uM	0.2494395612539331	Cell Painting	non_spherized	all_data
meloxicam	5	10 uM	0.3082920820686634	Cell Painting	non_spherized	all_data
melperone	5	10 uM	0.0605654826453256	Cell Painting	non_spherized	all_data
menadione	5	10 uM	0.9367558872871806	Cell Painting	non_spherized	all_data
mepacrine	5	10 uM	0.8850048977023355	Cell Painting	non_spherized	all_data
mepazine	5	10 uM	0.440155296112361	Cell Painting	non_spherized	all_data
mephentermine	5	10 uM	0.2467755090855832	Cell Painting	non_spherized	all_data
mepivacaine	4	10 uM	0.6507933057811736	Cell Painting	non_spherized	all_data
mepyramine	5	10 uM	0.3924454108793673	Cell Painting	non_spherized	all_data
merbarone	5	10 uM	0.8881321624149512	Cell Painting	non_spherized	all_data
mericitabine	5	10 uM	0.9168870308060548	Cell Painting	non_spherized	all_data
merimepodib	5	10 uM	0.9017893926398552	Cell Painting	non_spherized	all_data
mestranol	5	10 uM	0.535702906241821	Cell Painting	non_spherized	all_data
mesulergine	5	10 uM	0.0265031447297074	Cell Painting	non_spherized	all_data
metamizole	5	10 uM	0.1460364317225749	Cell Painting	non_spherized	all_data
metatinib	5	10 uM	0.7017043275450873	Cell Painting	non_spherized	all_data
metenkephalin	5	10 uM	0.2075341553066702	Cell Painting	non_spherized	all_data
metergoline	5	10 uM	0.8696165585577765	Cell Painting	non_spherized	all_data
metformin	5	10 uM	0.0563174397266245	Cell Painting	non_spherized	all_data
methazolamide	5	10 uM	0.404492603747463	Cell Painting	non_spherized	all_data
methimazole	5	10 uM	0.4398856581379416	Cell Painting	non_spherized	all_data
methiopril	5	10 uM	0.1039727656827	Cell Painting	non_spherized	all_data
methocarbamol	5	10 uM	0.3706177878032345	Cell Painting	non_spherized	all_data
methoxsalen	5	10 uM	0.3313440423157575	Cell Painting	non_spherized	all_data
methyldopa	5	10 uM	0.5388256841705874	Cell Painting	non_spherized	all_data
methylnaltrexone	5	10 uM	0.8924458829764967	Cell Painting	non_spherized	all_data
methylprednisolone	5	10 uM	0.8386578543430085	Cell Painting	non_spherized	all_data
metixene	5	10 uM	0.6918891852454334	Cell Painting	non_spherized	all_data
metoclopramide	5	10 uM	0.225981230549033	Cell Painting	non_spherized	all_data
metolazone	5	10 uM	0.4451330488919245	Cell Painting	non_spherized	all_data
metoprolol	5	10 uM	0.0192045033375391	Cell Painting	non_spherized	all_data
mf-101	5	10 uM	0.7491862665308049	Cell Painting	non_spherized	all_data
mianserin	5	10 uM	0.4769484947848776	Cell Painting	non_spherized	all_data
mibampator	2	10 uM	0.6595134056116406	Cell Painting	non_spherized	all_data
mibefradil	5	10 uM	0.7175070742510832	Cell Painting	non_spherized	all_data
miconazole	5	10 uM	0.5072347240264788	Cell Painting	non_spherized	all_data
midodrine	5	10 uM	0.2240825749169622	Cell Painting	non_spherized	all_data
midostaurin	5	10 uM	0.9121086820673	Cell Painting	non_spherized	all_data
mifobate	5	10 uM	0.4839832596375905	Cell Painting	non_spherized	all_data
miglitol	5	10 uM	0.4336585558913385	Cell Painting	non_spherized	all_data
milacemide	5	10 uM	0.0589510143109262	Cell Painting	non_spherized	all_data
milnacipran	5	10 uM	0.523771399113587	Cell Painting	non_spherized	all_data
milrinone	5	10 uM	0.3136230699101117	Cell Painting	non_spherized	all_data
minaprine	4	10 uM	0.2730647432756484	Cell Painting	non_spherized	all_data
minoxidil	5	10 uM	0.7824067963701153	Cell Painting	non_spherized	all_data
mirodenafil	5	10 uM	0.4096884251293478	Cell Painting	non_spherized	all_data
